length, width, pattern, capture, instantiation, first_launch_api, first_launch_total, repeat_launch_api, repeat_launch_total, first_launch_device, blockingKernelTimeoutDetected, repeat_launch_device, blockingKernelTimeoutDetected, upload_api_time, upload_device_time, blockingKernelTimeoutDetected, 
128, 1, 0, 73.092, 101.150, 40.282, 122.724, 25.273, 117.404, 119.680, 0.000, 116.928, 0.000, 35.074, 35.968, 0.000, 
128, 1, 0, 73.393, 101.339, 40.547, 122.523, 24.347, 117.748, 119.584, 0.000, 116.704, 0.000, 36.380, 35.488, 0.000, 
129, 1, 0, 73.238, 284.019, 43.027, 126.320, 26.608, 119.495, 121.760, 0.000, 119.264, 0.000, 35.575, 36.864, 0.000, 
129, 1, 0, 74.365, 101.264, 42.291, 124.216, 25.917, 119.669, 120.320, 0.000, 119.136, 0.000, 35.127, 36.384, 0.000, 
129, 1, 0, 73.653, 101.521, 41.306, 124.749, 26.336, 119.275, 121.120, 0.000, 118.912, 0.000, 34.710, 37.824, 0.000, 
129, 1, 0, 74.113, 101.212, 40.955, 124.230, 31.051, 120.043, 121.120, 0.000, 119.008, 0.000, 37.367, 37.344, 0.000, 
129, 1, 0, 73.739, 100.953, 41.287, 123.617, 25.995, 120.302, 120.640, 0.000, 119.136, 0.000, 35.534, 36.288, 0.000, 
129, 1, 0, 73.466, 100.814, 42.164, 125.304, 25.687, 119.445, 120.896, 0.000, 118.912, 0.000, 35.300, 36.864, 0.000, 
129, 1, 0, 73.553, 109.949, 43.009, 124.884, 25.402, 119.636, 120.608, 0.000, 119.520, 0.000, 34.465, 37.280, 0.000, 
129, 1, 0, 74.216, 122.370, 42.500, 124.645, 26.279, 119.092, 120.896, 0.000, 119.072, 0.000, 35.702, 36.064, 0.000, 
129, 1, 0, 73.589, 101.258, 42.102, 123.725, 26.006, 119.389, 120.704, 0.000, 119.296, 0.000, 36.200, 37.632, 0.000, 
129, 1, 0, 74.034, 101.485, 41.943, 125.906, 25.628, 119.635, 121.408, 0.000, 119.264, 0.000, 36.233, 37.312, 0.000, 
130, 1, 0, 74.339, 108.589, 41.844, 124.951, 26.326, 120.147, 121.216, 0.000, 119.648, 0.000, 35.717, 37.312, 0.000, 
130, 1, 0, 74.614, 102.169, 41.417, 124.902, 26.784, 120.140, 121.184, 0.000, 120.224, 0.000, 35.547, 37.248, 0.000, 
130, 1, 0, 74.595, 103.250, 41.615, 124.772, 26.144, 120.221, 121.056, 0.000, 119.712, 0.000, 36.347, 37.664, 0.000, 
130, 1, 0, 74.813, 104.051, 42.077, 123.903, 26.367, 120.274, 121.920, 0.000, 120.096, 0.000, 35.862, 37.152, 0.000, 
130, 1, 0, 74.380, 102.501, 40.943, 124.908, 25.755, 120.652, 121.600, 0.000, 120.000, 0.000, 36.148, 37.504, 0.000, 
130, 1, 0, 74.212, 102.269, 42.280, 125.270, 25.900, 120.683, 121.632, 0.000, 120.416, 0.000, 35.835, 37.760, 0.000, 
130, 1, 0, 74.353, 102.336, 41.992, 125.313, 27.081, 120.067, 121.536, 0.000, 119.712, 0.000, 35.096, 37.120, 0.000, 
130, 1, 0, 73.988, 102.008, 41.358, 125.059, 25.704, 120.072, 122.080, 0.000, 119.648, 0.000, 35.550, 37.376, 0.000, 
130, 1, 0, 74.442, 102.416, 42.005, 124.704, 26.301, 120.929, 121.824, 0.000, 119.840, 0.000, 35.743, 36.960, 0.000, 
130, 1, 0, 74.125, 101.672, 42.506, 124.601, 26.417, 120.392, 121.248, 0.000, 120.096, 0.000, 35.891, 37.536, 0.000, 
131, 1, 0, 74.827, 105.653, 41.718, 125.708, 31.696, 120.231, 122.048, 0.000, 120.896, 0.000, 35.513, 37.344, 0.000, 
131, 1, 0, 74.647, 102.744, 41.029, 126.154, 26.239, 120.896, 121.728, 0.000, 121.440, 0.000, 35.943, 37.536, 0.000, 
131, 1, 0, 95.416, 111.833, 43.824, 126.226, 28.736, 120.965, 122.240, 0.000, 120.640, 0.000, 36.491, 37.984, 0.000, 
131, 1, 0, 92.360, 113.867, 44.224, 125.561, 27.134, 120.259, 122.400, 0.000, 120.576, 0.000, 48.332, 37.504, 0.000, 
131, 1, 0, 159.051, 205.982, 57.381, 131.365, 33.406, 121.466, 123.072, 0.000, 120.736, 0.000, 54.517, 37.504, 0.000, 
131, 1, 0, 156.528, 175.397, 54.351, 129.501, 28.350, 122.197, 122.304, 0.000, 120.864, 0.000, 38.236, 36.736, 0.000, 
131, 1, 0, 97.020, 226.243, 68.345, 131.969, 28.314, 121.370, 122.336, 0.000, 120.672, 0.000, 37.247, 37.984, 0.000, 
131, 1, 0, 84.456, 116.068, 44.538, 127.070, 27.157, 121.529, 123.104, 0.000, 121.472, 0.000, 48.256, 37.504, 0.000, 
131, 1, 0, 84.309, 116.766, 43.647, 126.820, 27.703, 120.905, 121.920, 0.000, 120.416, 0.000, 38.082, 39.456, 0.000, 
131, 1, 0, 84.099, 116.078, 43.387, 127.107, 27.437, 121.078, 122.624, 0.000, 120.992, 0.000, 36.619, 37.344, 0.000, 
132, 1, 0, 84.091, 119.023, 45.038, 126.933, 26.700, 121.139, 122.784, 0.000, 120.960, 0.000, 38.112, 38.144, 0.000, 
132, 1, 0, 84.822, 115.835, 43.708, 127.317, 27.695, 121.844, 123.264, 0.000, 120.608, 0.000, 38.957, 37.664, 0.000, 
132, 1, 0, 81.723, 112.937, 43.320, 126.947, 26.231, 121.258, 122.720, 0.000, 121.408, 0.000, 37.385, 38.304, 0.000, 
132, 1, 0, 81.988, 112.446, 45.076, 126.726, 28.428, 122.306, 123.008, 0.000, 121.440, 0.000, 37.222, 36.608, 0.000, 
132, 1, 0, 79.811, 110.522, 42.868, 127.084, 26.091, 122.136, 123.232, 0.000, 121.024, 0.000, 36.622, 37.920, 0.000, 
132, 1, 0, 79.322, 110.081, 43.034, 126.473, 26.755, 121.803, 123.680, 0.000, 120.736, 0.000, 75.367, 37.056, 0.000, 
132, 1, 0, 150.567, 184.754, 60.104, 130.688, 33.776, 122.233, 123.520, 0.000, 121.344, 0.000, 57.974, 38.880, 0.000, 
132, 1, 0, 160.804, 175.584, 55.042, 131.045, 40.026, 122.604, 123.296, 0.000, 121.440, 0.000, 54.391, 37.344, 0.000, 
132, 1, 0, 148.615, 187.409, 56.842, 132.229, 38.458, 123.348, 123.456, 0.000, 121.152, 0.000, 54.174, 36.416, 0.000, 
132, 1, 0, 156.866, 173.005, 52.674, 130.532, 32.339, 123.521, 123.552, 0.000, 121.152, 0.000, 45.666, 38.720, 0.000, 
133, 1, 0, 182.208, 237.339, 74.522, 134.915, 33.371, 122.726, 124.832, 0.000, 121.984, 0.000, 59.696, 37.984, 0.000, 
133, 1, 0, 162.478, 197.307, 63.237, 134.172, 35.385, 124.419, 124.064, 0.000, 122.656, 0.000, 53.377, 38.528, 0.000, 
133, 1, 0, 168.256, 206.084, 56.273, 132.112, 35.709, 124.470, 123.840, 0.000, 121.696, 0.000, 49.479, 37.344, 0.000, 
133, 1, 0, 155.705, 177.858, 57.917, 130.131, 31.961, 124.338, 132.160, 0.000, 121.920, 0.000, 51.898, 38.208, 0.000, 
133, 1, 0, 162.310, 198.479, 56.808, 132.423, 31.675, 124.004, 124.224, 0.000, 122.432, 0.000, 62.459, 37.664, 0.000, 
133, 1, 0, 149.939, 174.118, 54.151, 131.234, 31.769, 123.652, 123.840, 0.000, 122.080, 0.000, 44.966, 37.952, 0.000, 
133, 1, 0, 158.207, 174.639, 56.312, 132.520, 33.925, 124.228, 123.808, 0.000, 122.272, 0.000, 45.525, 37.152, 0.000, 
133, 1, 0, 164.380, 168.512, 52.361, 130.579, 31.249, 123.685, 123.936, 0.000, 122.400, 0.000, 44.528, 37.472, 0.000, 
133, 1, 0, 153.261, 170.292, 51.812, 130.471, 31.768, 123.542, 123.712, 0.000, 122.208, 0.000, 54.908, 38.144, 0.000, 
133, 1, 0, 143.635, 203.877, 51.025, 131.029, 28.016, 123.038, 123.712, 0.000, 121.792, 0.000, 38.833, 38.240, 0.000, 
134, 1, 0, 80.809, 114.067, 43.930, 128.357, 27.649, 122.228, 124.384, 0.000, 123.264, 0.000, 37.652, 38.400, 0.000, 
134, 1, 0, 87.265, 120.283, 45.004, 129.368, 28.150, 123.295, 124.960, 0.000, 123.840, 0.000, 48.267, 37.696, 0.000, 
134, 1, 0, 80.961, 112.474, 45.250, 128.729, 26.445, 123.960, 124.544, 0.000, 122.528, 0.000, 48.877, 38.112, 0.000, 
134, 1, 0, 148.845, 165.293, 51.623, 130.677, 30.747, 124.560, 128.672, 0.000, 122.528, 0.000, 39.432, 39.200, 0.000, 
134, 1, 0, 85.560, 141.252, 43.502, 129.764, 27.416, 122.932, 125.184, 0.000, 123.168, 0.000, 36.338, 38.144, 0.000, 
134, 1, 0, 80.869, 111.690, 44.019, 128.881, 26.958, 123.492, 125.280, 0.000, 123.392, 0.000, 36.829, 37.632, 0.000, 
134, 1, 0, 110.041, 120.136, 44.784, 129.544, 26.816, 123.035, 125.152, 0.000, 122.720, 0.000, 38.116, 37.696, 0.000, 
134, 1, 0, 81.240, 122.305, 42.407, 128.362, 25.495, 123.936, 125.248, 0.000, 122.272, 0.000, 37.557, 38.240, 0.000, 
134, 1, 0, 80.556, 111.436, 44.041, 129.287, 27.100, 123.017, 124.768, 0.000, 123.136, 0.000, 38.574, 37.056, 0.000, 
134, 1, 0, 85.658, 118.195, 44.386, 129.111, 28.056, 123.931, 124.576, 0.000, 123.808, 0.000, 37.132, 37.664, 0.000, 
135, 1, 0, 81.596, 112.352, 44.824, 129.847, 27.592, 123.973, 125.024, 0.000, 123.616, 0.000, 36.450, 38.304, 0.000, 
135, 1, 0, 77.124, 106.340, 43.265, 130.047, 26.814, 122.977, 125.344, 0.000, 123.552, 0.000, 38.560, 37.920, 0.000, 
135, 1, 0, 86.237, 119.923, 57.203, 130.106, 26.479, 122.374, 125.344, 0.000, 123.424, 0.000, 37.253, 37.696, 0.000, 
135, 1, 0, 81.389, 135.990, 44.440, 130.920, 26.748, 124.456, 125.600, 0.000, 123.264, 0.000, 38.293, 37.280, 0.000, 
135, 1, 0, 118.478, 122.707, 45.212, 130.356, 27.747, 123.127, 125.536, 0.000, 123.808, 0.000, 38.017, 37.536, 0.000, 
135, 1, 0, 77.602, 107.242, 43.018, 129.665, 25.936, 124.032, 125.920, 0.000, 123.296, 0.000, 37.703, 38.144, 0.000, 
135, 1, 0, 76.908, 106.394, 42.479, 129.193, 30.384, 123.508, 126.944, 0.000, 124.224, 0.000, 38.825, 37.824, 0.000, 
135, 1, 0, 87.066, 119.162, 44.929, 129.832, 27.448, 123.652, 125.568, 0.000, 123.552, 0.000, 35.780, 37.824, 0.000, 
135, 1, 0, 77.689, 107.846, 42.761, 129.428, 26.502, 124.011, 126.496, 0.000, 123.392, 0.000, 38.081, 38.016, 0.000, 
135, 1, 0, 77.278, 106.238, 43.642, 128.902, 33.218, 125.677, 133.248, 0.000, 123.872, 0.000, 39.359, 37.536, 0.000, 
136, 1, 0, 86.601, 119.833, 44.348, 132.308, 26.373, 124.277, 126.176, 0.000, 123.616, 0.000, 36.973, 36.448, 0.000, 
136, 1, 0, 78.042, 107.310, 42.904, 129.494, 26.991, 124.255, 126.272, 0.000, 124.512, 0.000, 37.880, 37.984, 0.000, 
136, 1, 0, 77.494, 106.580, 50.889, 132.134, 27.848, 125.158, 126.848, 0.000, 123.968, 0.000, 38.175, 38.816, 0.000, 
136, 1, 0, 78.297, 107.394, 42.535, 132.636, 27.654, 124.397, 125.952, 0.000, 124.032, 0.000, 38.089, 37.504, 0.000, 
136, 1, 0, 78.112, 109.546, 42.919, 130.725, 26.016, 124.428, 126.464, 0.000, 124.448, 0.000, 39.441, 38.080, 0.000, 
136, 1, 0, 100.727, 123.495, 45.609, 131.691, 27.603, 124.129, 126.496, 0.000, 124.832, 0.000, 36.149, 36.576, 0.000, 
136, 1, 0, 77.634, 107.724, 42.927, 131.036, 27.347, 124.440, 126.432, 0.000, 125.024, 0.000, 36.642, 37.280, 0.000, 
136, 1, 0, 78.127, 107.369, 42.958, 130.860, 26.328, 125.366, 126.752, 0.000, 124.736, 0.000, 40.180, 34.848, 0.000, 
136, 1, 0, 87.691, 141.627, 43.916, 131.584, 27.278, 124.881, 126.656, 0.000, 124.992, 0.000, 37.333, 38.720, 0.000, 
136, 1, 0, 78.139, 107.695, 43.223, 131.455, 26.049, 125.478, 126.272, 0.000, 124.832, 0.000, 37.052, 37.088, 0.000, 
137, 1, 0, 102.998, 127.960, 46.396, 133.248, 28.701, 127.669, 128.768, 0.000, 126.528, 0.000, 37.499, 37.888, 0.000, 
137, 1, 0, 78.795, 109.082, 45.073, 132.209, 28.044, 125.883, 128.032, 0.000, 127.040, 0.000, 37.434, 38.432, 0.000, 
137, 1, 0, 77.916, 109.541, 44.158, 134.195, 27.288, 125.851, 127.936, 0.000, 137.344, 0.000, 39.298, 40.224, 0.000, 
137, 1, 0, 87.940, 120.855, 47.272, 132.193, 28.280, 126.573, 127.936, 0.000, 126.368, 0.000, 37.673, 38.720, 0.000, 
137, 1, 0, 77.790, 108.305, 43.985, 131.723, 27.573, 126.517, 127.840, 0.000, 126.656, 0.000, 38.198, 40.128, 0.000, 
137, 1, 0, 78.039, 108.253, 44.530, 131.494, 27.323, 126.216, 127.872, 0.000, 126.304, 0.000, 38.564, 40.256, 0.000, 
137, 1, 0, 97.025, 108.498, 44.316, 132.079, 27.259, 126.535, 128.320, 0.000, 126.656, 0.000, 37.184, 39.168, 0.000, 
137, 1, 0, 78.472, 108.691, 44.089, 131.362, 27.043, 127.111, 127.456, 0.000, 126.976, 0.000, 38.451, 39.008, 0.000, 
137, 1, 0, 85.149, 118.103, 45.298, 131.442, 27.120, 125.802, 127.840, 0.000, 126.976, 0.000, 37.422, 40.128, 0.000, 
137, 1, 0, 78.531, 108.792, 44.485, 131.732, 27.916, 126.244, 128.096, 0.000, 126.112, 0.000, 38.873, 38.848, 0.000, 
138, 1, 0, 78.624, 109.856, 44.205, 132.687, 27.236, 126.580, 128.512, 0.000, 126.400, 0.000, 38.811, 35.840, 0.000, 
138, 1, 0, 83.673, 114.393, 45.544, 132.430, 28.549, 126.168, 128.512, 0.000, 127.520, 0.000, 36.906, 39.328, 0.000, 
138, 1, 0, 78.712, 109.162, 44.197, 132.610, 27.089, 127.919, 128.256, 0.000, 126.016, 0.000, 37.295, 39.552, 0.000, 
138, 1, 0, 79.118, 108.823, 44.460, 131.956, 27.752, 127.061, 128.192, 0.000, 126.624, 0.000, 39.491, 38.880, 0.000, 
138, 1, 0, 78.769, 109.646, 45.056, 133.669, 27.535, 128.176, 128.320, 0.000, 126.304, 0.000, 37.836, 40.384, 0.000, 
138, 1, 0, 79.782, 112.436, 45.150, 133.259, 27.977, 127.608, 127.904, 0.000, 126.496, 0.000, 38.574, 38.784, 0.000, 
138, 1, 0, 83.084, 115.881, 45.074, 135.319, 28.005, 127.654, 128.256, 0.000, 126.304, 0.000, 37.551, 39.392, 0.000, 
138, 1, 0, 78.992, 109.622, 43.241, 132.773, 27.958, 128.027, 127.776, 0.000, 126.368, 0.000, 37.815, 38.752, 0.000, 
138, 1, 0, 78.423, 109.317, 44.453, 133.455, 27.472, 127.442, 131.296, 0.000, 126.176, 0.000, 38.640, 38.368, 0.000, 
138, 1, 0, 83.792, 114.930, 45.665, 133.363, 28.649, 127.076, 128.000, 0.000, 126.336, 0.000, 53.962, 39.360, 0.000, 
139, 1, 0, 83.647, 116.055, 45.746, 133.966, 27.705, 127.750, 129.440, 0.000, 126.976, 0.000, 37.521, 39.712, 0.000, 
139, 1, 0, 79.416, 133.849, 45.819, 134.528, 28.830, 128.067, 129.248, 0.000, 127.008, 0.000, 38.993, 40.256, 0.000, 
139, 1, 0, 79.320, 109.970, 44.226, 133.689, 28.010, 128.287, 128.928, 0.000, 127.200, 0.000, 37.446, 38.656, 0.000, 
139, 1, 0, 79.515, 110.089, 45.328, 133.981, 28.825, 127.391, 129.504, 0.000, 127.040, 0.000, 72.101, 39.456, 0.000, 
139, 1, 0, 83.810, 116.627, 45.643, 136.987, 28.288, 127.662, 129.248, 0.000, 127.904, 0.000, 37.875, 38.656, 0.000, 
139, 1, 0, 79.959, 110.090, 44.134, 133.935, 27.191, 127.723, 129.408, 0.000, 127.072, 0.000, 38.140, 38.848, 0.000, 
139, 1, 0, 78.963, 110.093, 44.447, 133.687, 29.088, 128.148, 128.672, 0.000, 127.264, 0.000, 38.152, 38.720, 0.000, 
139, 1, 0, 83.805, 115.825, 47.446, 132.540, 29.118, 127.802, 128.640, 0.000, 126.976, 0.000, 39.117, 36.896, 0.000, 
139, 1, 0, 79.515, 109.830, 45.165, 133.150, 27.747, 127.030, 129.056, 0.000, 127.264, 0.000, 37.655, 38.656, 0.000, 
139, 1, 0, 79.788, 140.158, 45.552, 134.310, 28.013, 127.691, 129.184, 0.000, 127.584, 0.000, 38.746, 48.640, 0.000, 
140, 1, 0, 79.861, 114.112, 45.236, 133.625, 27.059, 128.504, 129.888, 0.000, 128.512, 0.000, 38.711, 39.744, 0.000, 
140, 1, 0, 80.392, 110.552, 44.132, 134.082, 27.481, 128.031, 130.592, 0.000, 128.960, 0.000, 39.406, 39.712, 0.000, 
140, 1, 0, 84.517, 116.882, 46.590, 134.984, 28.371, 129.586, 130.304, 0.000, 127.584, 0.000, 38.665, 39.040, 0.000, 
140, 1, 0, 79.929, 323.716, 45.326, 136.165, 28.403, 127.926, 130.176, 0.000, 129.152, 0.000, 38.186, 39.392, 0.000, 
140, 1, 0, 79.698, 111.545, 44.475, 134.089, 28.533, 129.186, 130.592, 0.000, 129.536, 0.000, 38.243, 40.768, 0.000, 
140, 1, 0, 80.250, 111.273, 44.024, 134.646, 27.675, 128.414, 130.400, 0.000, 128.192, 0.000, 37.679, 39.136, 0.000, 
140, 1, 0, 79.638, 110.311, 44.743, 134.831, 27.554, 128.241, 130.816, 0.000, 129.472, 0.000, 37.330, 51.584, 0.000, 
140, 1, 0, 84.443, 116.997, 45.079, 134.587, 28.579, 128.719, 130.016, 0.000, 127.808, 0.000, 39.812, 38.912, 0.000, 
140, 1, 0, 79.565, 110.896, 44.681, 134.751, 27.805, 128.136, 131.232, 0.000, 127.456, 0.000, 38.245, 39.552, 0.000, 
140, 1, 0, 80.216, 132.326, 44.615, 134.295, 27.229, 128.431, 129.792, 0.000, 128.608, 0.000, 38.906, 36.480, 0.000, 
141, 1, 0, 84.831, 118.674, 45.510, 135.538, 28.114, 130.244, 131.264, 0.000, 129.056, 0.000, 38.422, 38.848, 0.000, 
141, 1, 0, 80.316, 112.229, 44.419, 134.473, 28.000, 129.465, 130.976, 0.000, 129.344, 0.000, 38.171, 39.104, 0.000, 
141, 1, 0, 80.466, 135.631, 46.874, 135.959, 29.292, 129.577, 131.104, 0.000, 128.864, 0.000, 37.682, 40.224, 0.000, 
141, 1, 0, 80.569, 111.091, 44.281, 135.501, 28.404, 129.046, 130.624, 0.000, 129.056, 0.000, 39.347, 38.976, 0.000, 
141, 1, 0, 80.262, 112.288, 45.150, 135.441, 27.951, 129.055, 130.880, 0.000, 128.768, 0.000, 39.489, 39.424, 0.000, 
141, 1, 0, 85.026, 117.312, 45.335, 134.431, 27.733, 128.657, 133.920, 0.000, 128.768, 0.000, 38.197, 38.496, 0.000, 
141, 1, 0, 80.218, 111.494, 45.103, 135.326, 28.024, 128.891, 130.720, 0.000, 128.768, 0.000, 38.645, 39.424, 0.000, 
141, 1, 0, 80.429, 111.257, 44.693, 134.363, 27.093, 128.773, 131.392, 0.000, 129.696, 0.000, 38.697, 39.520, 0.000, 
141, 1, 0, 84.793, 129.267, 44.948, 135.184, 27.577, 129.911, 131.264, 0.000, 128.672, 0.000, 37.790, 38.976, 0.000, 
141, 1, 0, 80.689, 111.096, 43.719, 134.087, 27.377, 129.234, 130.752, 0.000, 128.800, 0.000, 38.026, 38.816, 0.000, 
142, 1, 0, 85.702, 120.055, 46.571, 136.744, 28.993, 129.956, 131.872, 0.000, 129.600, 0.000, 38.009, 38.304, 0.000, 
142, 1, 0, 81.032, 112.019, 45.225, 136.518, 28.924, 130.890, 132.288, 0.000, 130.112, 0.000, 39.076, 38.656, 0.000, 
142, 1, 0, 80.594, 112.783, 44.903, 136.097, 27.647, 131.060, 132.704, 0.000, 129.760, 0.000, 38.368, 38.048, 0.000, 
142, 1, 0, 85.715, 119.061, 47.343, 136.740, 27.700, 130.476, 131.552, 0.000, 129.984, 0.000, 38.845, 39.168, 0.000, 
142, 1, 0, 80.626, 112.629, 45.231, 135.792, 28.281, 130.205, 132.224, 0.000, 130.112, 0.000, 38.943, 39.616, 0.000, 
142, 1, 0, 87.393, 122.577, 47.348, 136.861, 28.322, 130.320, 131.840, 0.000, 130.176, 0.000, 50.044, 40.352, 0.000, 
142, 1, 0, 80.711, 112.998, 45.486, 135.685, 28.318, 130.346, 131.424, 0.000, 129.600, 0.000, 38.680, 40.000, 0.000, 
142, 1, 0, 81.362, 112.404, 45.205, 134.870, 27.923, 129.419, 132.576, 0.000, 130.048, 0.000, 40.348, 39.232, 0.000, 
142, 1, 0, 85.290, 119.119, 47.011, 136.444, 28.133, 129.908, 131.744, 0.000, 129.600, 0.000, 39.594, 40.032, 0.000, 
142, 1, 0, 81.152, 112.747, 45.454, 135.052, 28.432, 130.122, 131.680, 0.000, 130.048, 0.000, 38.465, 40.544, 0.000, 
143, 1, 0, 81.341, 114.159, 45.668, 137.216, 29.730, 131.812, 133.280, 0.000, 130.432, 0.000, 39.932, 36.928, 0.000, 
143, 1, 0, 82.299, 114.126, 44.691, 136.463, 28.149, 130.972, 132.704, 0.000, 130.816, 0.000, 37.430, 39.296, 0.000, 
143, 1, 0, 81.318, 113.605, 46.483, 137.408, 28.180, 131.439, 133.280, 0.000, 130.368, 0.000, 44.917, 38.944, 0.000, 
143, 1, 0, 86.904, 118.910, 46.375, 136.955, 27.885, 131.667, 132.640, 0.000, 130.720, 0.000, 39.055, 36.224, 0.000, 
143, 1, 0, 81.383, 113.132, 44.400, 136.102, 28.463, 131.095, 133.216, 0.000, 130.656, 0.000, 38.327, 40.384, 0.000, 
143, 1, 0, 81.704, 112.833, 44.218, 137.553, 27.725, 130.655, 133.472, 0.000, 130.592, 0.000, 39.859, 38.208, 0.000, 
143, 1, 0, 85.706, 131.001, 46.800, 137.880, 27.880, 130.469, 132.928, 0.000, 130.848, 0.000, 38.852, 39.392, 0.000, 
143, 1, 0, 81.727, 112.998, 46.027, 137.129, 27.844, 131.003, 132.736, 0.000, 130.752, 0.000, 38.349, 39.488, 0.000, 
143, 1, 0, 86.352, 119.500, 46.443, 137.391, 28.214, 130.896, 132.320, 0.000, 130.688, 0.000, 38.751, 39.520, 0.000, 
143, 1, 0, 81.901, 113.143, 45.501, 136.655, 27.623, 130.389, 132.480, 0.000, 130.528, 0.000, 39.194, 39.584, 0.000, 
144, 1, 0, 82.160, 119.603, 44.741, 137.255, 28.320, 132.566, 134.208, 0.000, 131.552, 0.000, 40.203, 40.448, 0.000, 
144, 1, 0, 86.538, 120.025, 45.886, 138.560, 29.177, 132.106, 133.440, 0.000, 131.520, 0.000, 39.205, 40.128, 0.000, 
144, 1, 0, 81.913, 114.211, 45.074, 137.202, 28.006, 131.388, 133.824, 0.000, 131.680, 0.000, 39.502, 39.584, 0.000, 
144, 1, 0, 87.771, 120.115, 46.827, 137.984, 28.838, 131.476, 134.720, 0.000, 131.328, 0.000, 38.629, 39.424, 0.000, 
144, 1, 0, 82.000, 114.675, 45.669, 138.738, 27.576, 131.856, 134.240, 0.000, 131.552, 0.000, 39.019, 39.936, 0.000, 
144, 1, 0, 82.543, 113.504, 45.227, 137.780, 28.433, 131.063, 133.920, 0.000, 131.072, 0.000, 39.751, 40.032, 0.000, 
144, 1, 0, 86.304, 120.607, 45.731, 137.876, 29.181, 131.450, 134.112, 0.000, 131.712, 0.000, 39.632, 39.808, 0.000, 
144, 1, 0, 82.510, 114.033, 45.185, 137.975, 28.099, 131.904, 134.432, 0.000, 131.360, 0.000, 39.540, 39.744, 0.000, 
144, 1, 0, 81.929, 151.767, 48.437, 139.021, 28.917, 131.733, 133.888, 0.000, 131.712, 0.000, 40.022, 39.648, 0.000, 
144, 1, 0, 82.507, 113.562, 45.461, 137.727, 28.377, 131.815, 133.952, 0.000, 131.776, 0.000, 38.524, 39.552, 0.000, 
145, 1, 0, 82.258, 115.321, 46.723, 139.260, 28.709, 133.686, 135.424, 0.000, 133.984, 0.000, 40.445, 40.544, 0.000, 
145, 1, 0, 87.481, 120.712, 48.099, 138.546, 29.603, 133.412, 135.168, 0.000, 134.560, 0.000, 39.956, 40.448, 0.000, 
145, 1, 0, 82.519, 115.423, 46.478, 139.392, 29.954, 134.107, 135.104, 0.000, 133.760, 0.000, 39.727, 40.640, 0.000, 
145, 1, 0, 82.783, 114.492, 46.993, 139.131, 29.385, 133.876, 135.872, 0.000, 133.376, 0.000, 40.877, 41.440, 0.000, 
145, 1, 0, 83.394, 117.616, 46.704, 140.022, 28.926, 133.397, 135.136, 0.000, 134.016, 0.000, 39.892, 40.608, 0.000, 
145, 1, 0, 87.467, 120.927, 46.837, 139.664, 29.730, 133.244, 135.776, 0.000, 132.928, 0.000, 40.714, 40.224, 0.000, 
145, 1, 0, 87.141, 121.654, 46.677, 139.091, 29.430, 134.325, 135.456, 0.000, 132.992, 0.000, 40.057, 40.736, 0.000, 
145, 1, 0, 82.867, 114.945, 46.990, 139.351, 28.488, 133.993, 135.424, 0.000, 133.248, 0.000, 39.974, 40.384, 0.000, 
145, 1, 0, 82.688, 115.383, 46.655, 139.668, 28.381, 133.895, 135.392, 0.000, 133.664, 0.000, 41.403, 40.256, 0.000, 
145, 1, 0, 96.845, 114.445, 46.742, 139.455, 27.916, 134.079, 135.456, 0.000, 133.184, 0.000, 40.040, 37.824, 0.000, 
146, 1, 0, 82.986, 327.594, 48.301, 140.231, 28.905, 133.938, 136.448, 0.000, 133.792, 0.000, 42.267, 40.704, 0.000, 
146, 1, 0, 87.913, 122.432, 47.703, 141.476, 28.778, 135.978, 135.488, 0.000, 133.920, 0.000, 40.371, 40.672, 0.000, 
146, 1, 0, 83.119, 116.125, 46.540, 139.070, 28.640, 133.743, 136.000, 0.000, 134.688, 0.000, 39.431, 40.480, 0.000, 
146, 1, 0, 83.505, 115.596, 46.731, 147.468, 29.640, 135.034, 135.232, 0.000, 133.600, 0.000, 40.299, 41.632, 0.000, 
146, 1, 0, 83.048, 115.964, 46.412, 139.608, 29.321, 134.161, 135.552, 0.000, 134.176, 0.000, 40.001, 40.704, 0.000, 
146, 1, 0, 83.333, 137.047, 47.481, 140.148, 28.804, 134.216, 135.904, 0.000, 134.656, 0.000, 41.054, 40.864, 0.000, 
146, 1, 0, 87.741, 121.598, 48.160, 140.360, 29.546, 134.541, 135.392, 0.000, 134.336, 0.000, 40.240, 40.256, 0.000, 
146, 1, 0, 83.673, 115.580, 46.584, 139.906, 28.238, 134.214, 136.384, 0.000, 134.112, 0.000, 39.685, 41.536, 0.000, 
146, 1, 0, 83.386, 115.819, 46.857, 140.050, 29.151, 133.442, 135.456, 0.000, 134.016, 0.000, 41.919, 41.344, 0.000, 
146, 1, 0, 100.161, 115.401, 47.204, 140.136, 29.148, 134.091, 135.776, 0.000, 134.272, 0.000, 39.773, 40.992, 0.000, 
147, 1, 0, 83.576, 117.330, 47.062, 141.618, 29.441, 134.826, 136.608, 0.000, 134.656, 0.000, 45.751, 40.384, 0.000, 
147, 1, 0, 88.450, 122.815, 47.855, 141.176, 29.945, 134.309, 136.320, 0.000, 134.784, 0.000, 40.347, 40.512, 0.000, 
147, 1, 0, 83.571, 116.592, 48.193, 141.023, 29.711, 134.423, 136.608, 0.000, 135.072, 0.000, 39.808, 40.672, 0.000, 
