length, width, pattern, capture, instantiation, first_launch_api, first_launch_total, repeat_launch_api, repeat_launch_total, first_launch_device, blockingKernelTimeoutDetected, repeat_launch_device, blockingKernelTimeoutDetected, upload_api_time, upload_device_time, blockingKernelTimeoutDetected, 
797, 1, 0, 452.214, 758.754, 276.287, 725.512, 183.507, 713.188, 717.120, 0.000, 712.160, 0.000, 242.642, 178.816, 0.000, 
797, 1, 0, 458.644, 760.914, 273.622, 724.248, 185.249, 715.593, 718.272, 0.000, 713.408, 0.000, 245.341, 179.840, 0.000, 
797, 1, 0, 451.927, 757.140, 282.539, 726.815, 182.533, 712.101, 718.208, 0.000, 711.648, 0.000, 242.504, 178.848, 0.000, 
797, 1, 0, 457.579, 768.565, 275.052, 725.008, 182.019, 712.203, 718.208, 0.000, 712.896, 0.000, 241.575, 180.160, 0.000, 
797, 1, 0, 459.429, 757.969, 273.608, 724.594, 180.750, 715.379, 718.432, 0.000, 713.792, 0.000, 244.134, 178.848, 0.000, 
797, 1, 0, 457.486, 762.050, 272.970, 725.453, 180.887, 714.029, 717.824, 0.000, 711.904, 0.000, 242.308, 178.912, 0.000, 
798, 1, 0, 453.603, 760.548, 277.215, 726.897, 183.351, 714.405, 719.744, 0.000, 710.656, 0.000, 247.553, 179.488, 0.000, 
798, 1, 0, 457.993, 761.155, 275.303, 726.019, 191.044, 715.428, 718.752, 0.000, 713.856, 0.000, 239.216, 182.208, 0.000, 
798, 1, 0, 453.278, 963.593, 278.711, 727.677, 183.885, 714.182, 719.488, 0.000, 714.368, 0.000, 242.468, 178.592, 0.000, 
798, 1, 0, 458.075, 769.946, 273.035, 728.491, 181.030, 713.039, 718.592, 0.000, 713.280, 0.000, 240.647, 178.848, 0.000, 
798, 1, 0, 461.240, 761.856, 273.122, 727.037, 179.783, 711.129, 718.208, 0.000, 713.344, 0.000, 241.621, 178.560, 0.000, 
798, 1, 0, 484.075, 779.342, 270.582, 726.331, 187.090, 713.340, 719.072, 0.000, 712.512, 0.000, 237.840, 180.000, 0.000, 
798, 1, 0, 453.983, 762.011, 277.932, 726.535, 182.774, 714.588, 720.672, 0.000, 713.696, 0.000, 243.875, 178.816, 0.000, 
798, 1, 0, 459.652, 765.300, 274.868, 726.687, 183.647, 712.677, 720.192, 0.000, 713.440, 0.000, 240.020, 180.192, 0.000, 
798, 1, 0, 453.413, 769.337, 273.612, 727.309, 184.009, 709.716, 719.520, 0.000, 713.632, 0.000, 241.116, 178.144, 0.000, 
798, 1, 0, 468.230, 766.286, 272.331, 726.661, 186.878, 714.466, 718.304, 0.000, 713.120, 0.000, 244.340, 178.816, 0.000, 
799, 1, 0, 453.978, 764.420, 278.610, 727.589, 181.325, 715.064, 718.688, 0.000, 714.144, 0.000, 240.749, 177.472, 0.000, 
799, 1, 0, 459.503, 766.957, 276.242, 727.090, 182.471, 715.250, 719.104, 0.000, 715.040, 0.000, 243.313, 178.720, 0.000, 
799, 1, 0, 454.123, 962.798, 275.903, 727.825, 182.007, 716.084, 720.512, 0.000, 713.888, 0.000, 242.055, 177.568, 0.000, 
799, 1, 0, 460.148, 767.668, 274.501, 728.913, 184.979, 714.691, 719.424, 0.000, 715.232, 0.000, 240.908, 181.952, 0.000, 
799, 1, 0, 453.543, 766.748, 276.331, 727.337, 183.701, 713.109, 718.208, 0.000, 714.304, 0.000, 241.952, 180.800, 0.000, 
799, 1, 0, 466.752, 766.176, 272.288, 728.377, 182.810, 714.588, 718.944, 0.000, 714.816, 0.000, 240.984, 180.128, 0.000, 
799, 1, 0, 454.143, 760.534, 274.969, 727.600, 182.905, 715.116, 719.680, 0.000, 714.432, 0.000, 246.692, 179.808, 0.000, 
799, 1, 0, 458.900, 764.728, 273.750, 727.559, 184.672, 714.460, 720.128, 0.000, 714.208, 0.000, 249.473, 179.072, 0.000, 
799, 1, 0, 468.393, 761.457, 277.353, 727.024, 185.985, 716.100, 719.712, 0.000, 714.976, 0.000, 242.751, 180.032, 0.000, 
799, 1, 0, 460.473, 771.205, 274.179, 727.708, 184.747, 713.521, 719.680, 0.000, 713.504, 0.000, 238.442, 179.264, 0.000, 
800, 1, 0, 454.641, 770.481, 276.415, 729.012, 186.888, 716.334, 719.360, 0.000, 715.616, 0.000, 242.828, 179.552, 0.000, 
800, 1, 0, 460.727, 767.906, 275.192, 728.406, 184.940, 714.476, 720.224, 0.000, 715.904, 0.000, 241.402, 178.688, 0.000, 
800, 1, 0, 453.394, 967.648, 271.674, 727.903, 179.080, 717.668, 720.384, 0.000, 714.848, 0.000, 241.327, 179.328, 0.000, 
800, 1, 0, 459.054, 761.459, 274.476, 728.284, 186.212, 718.081, 720.960, 0.000, 715.968, 0.000, 240.712, 179.712, 0.000, 
800, 1, 0, 455.001, 761.169, 276.252, 729.569, 180.885, 716.300, 720.096, 0.000, 715.648, 0.000, 242.469, 178.624, 0.000, 
800, 1, 0, 460.391, 774.100, 271.692, 729.903, 181.774, 714.801, 721.184, 0.000, 715.360, 0.000, 243.013, 178.912, 0.000, 
800, 1, 0, 461.470, 764.483, 276.094, 728.662, 182.540, 715.865, 721.472, 0.000, 717.792, 0.000, 244.482, 179.200, 0.000, 
800, 1, 0, 460.203, 765.297, 276.425, 730.405, 183.279, 716.387, 721.056, 0.000, 715.264, 0.000, 242.716, 180.384, 0.000, 
800, 1, 0, 454.475, 760.796, 272.616, 728.847, 182.796, 716.006, 720.960, 0.000, 716.992, 0.000, 248.501, 179.808, 0.000, 
800, 1, 0, 460.007, 764.639, 273.877, 728.389, 194.858, 715.380, 720.384, 0.000, 714.816, 0.000, 244.646, 180.288, 0.000, 
801, 1, 0, 478.816, 832.978, 317.588, 746.290, 190.342, 717.016, 721.760, 0.000, 717.472, 0.000, 250.036, 177.728, 0.000, 
801, 1, 0, 498.419, 797.756, 281.120, 733.621, 191.719, 717.150, 721.440, 0.000, 717.184, 0.000, 245.282, 181.504, 0.000, 
801, 1, 0, 480.683, 1010.374, 284.863, 732.084, 187.746, 718.257, 721.888, 0.000, 716.960, 0.000, 251.190, 181.536, 0.000, 
801, 1, 0, 462.331, 765.908, 276.230, 728.334, 185.725, 718.287, 722.528, 0.000, 716.896, 0.000, 244.893, 179.680, 0.000, 
801, 1, 0, 456.348, 761.884, 273.361, 730.659, 184.386, 715.872, 722.944, 0.000, 716.352, 0.000, 244.928, 177.888, 0.000, 
801, 1, 0, 461.267, 772.345, 274.036, 731.501, 203.544, 717.941, 721.952, 0.000, 718.752, 0.000, 242.505, 183.328, 0.000, 
801, 1, 0, 463.755, 763.088, 280.857, 731.284, 185.051, 716.848, 722.144, 0.000, 717.216, 0.000, 246.012, 181.632, 0.000, 
801, 1, 0, 460.175, 790.927, 281.380, 729.926, 185.741, 717.766, 722.624, 0.000, 717.696, 0.000, 244.613, 178.784, 0.000, 
801, 1, 0, 454.917, 763.537, 279.204, 729.604, 185.950, 717.792, 722.624, 0.000, 717.344, 0.000, 249.757, 179.360, 0.000, 
801, 1, 0, 460.465, 766.913, 279.183, 729.123, 195.558, 714.897, 721.472, 0.000, 716.448, 0.000, 240.555, 181.536, 0.000, 
802, 1, 0, 455.287, 766.649, 285.696, 731.116, 185.788, 718.293, 722.336, 0.000, 717.760, 0.000, 259.087, 181.408, 0.000, 
802, 1, 0, 461.434, 776.562, 280.203, 731.298, 183.353, 717.459, 722.624, 0.000, 718.848, 0.000, 241.899, 182.144, 0.000, 
802, 1, 0, 462.693, 969.003, 275.383, 730.238, 181.128, 720.320, 723.296, 0.000, 717.920, 0.000, 244.636, 181.376, 0.000, 
802, 1, 0, 462.819, 768.489, 275.914, 733.496, 183.628, 723.511, 723.808, 0.000, 717.920, 0.000, 240.857, 181.152, 0.000, 
802, 1, 0, 455.263, 765.770, 275.336, 730.218, 186.472, 716.458, 722.688, 0.000, 718.016, 0.000, 246.213, 179.648, 0.000, 
802, 1, 0, 460.909, 768.798, 271.627, 730.344, 184.564, 716.820, 724.256, 0.000, 718.048, 0.000, 245.965, 180.128, 0.000, 
802, 1, 0, 455.917, 767.331, 279.937, 731.228, 188.065, 718.040, 721.536, 0.000, 719.264, 0.000, 245.418, 180.512, 0.000, 
802, 1, 0, 470.468, 768.138, 278.712, 727.991, 186.746, 718.543, 722.784, 0.000, 716.864, 0.000, 241.585, 180.384, 0.000, 
802, 1, 0, 456.312, 765.192, 276.455, 730.435, 183.791, 716.929, 722.720, 0.000, 717.568, 0.000, 244.862, 181.088, 0.000, 
802, 1, 0, 464.560, 767.691, 277.243, 730.782, 185.034, 717.503, 722.624, 0.000, 717.504, 0.000, 241.267, 179.488, 0.000, 
803, 1, 0, 455.723, 767.132, 277.726, 732.095, 182.479, 719.385, 724.064, 0.000, 718.368, 0.000, 241.308, 182.400, 0.000, 
803, 1, 0, 462.545, 768.394, 281.991, 734.381, 187.812, 716.971, 723.840, 0.000, 719.552, 0.000, 244.304, 181.472, 0.000, 
803, 1, 0, 455.275, 978.572, 277.987, 734.755, 203.708, 721.838, 723.904, 0.000, 719.104, 0.000, 246.413, 179.488, 0.000, 
803, 1, 0, 461.691, 767.631, 278.761, 734.005, 184.051, 726.262, 724.224, 0.000, 718.816, 0.000, 242.409, 180.928, 0.000, 
803, 1, 0, 456.257, 767.010, 276.733, 733.024, 185.724, 717.543, 724.000, 0.000, 717.184, 0.000, 244.237, 179.648, 0.000, 
803, 1, 0, 464.328, 769.983, 275.337, 731.754, 180.871, 720.318, 723.136, 0.000, 720.224, 0.000, 243.715, 181.408, 0.000, 
803, 1, 0, 456.332, 764.567, 285.368, 732.391, 183.779, 717.397, 726.144, 0.000, 722.656, 0.000, 241.137, 180.128, 0.000, 
803, 1, 0, 461.147, 774.173, 273.440, 730.316, 184.197, 719.465, 724.448, 0.000, 717.568, 0.000, 243.742, 179.040, 0.000, 
803, 1, 0, 456.495, 765.019, 277.350, 730.403, 181.135, 720.116, 723.776, 0.000, 717.920, 0.000, 247.347, 177.408, 0.000, 
803, 1, 0, 462.429, 765.504, 274.838, 731.103, 185.870, 720.337, 724.032, 0.000, 718.176, 0.000, 242.152, 181.024, 0.000, 
804, 1, 0, 456.103, 767.529, 275.091, 733.599, 185.255, 720.898, 724.800, 0.000, 716.576, 0.000, 243.040, 180.800, 0.000, 
804, 1, 0, 462.095, 768.855, 272.763, 733.058, 186.304, 719.748, 724.320, 0.000, 719.136, 0.000, 281.445, 182.080, 0.000, 
804, 1, 0, 842.574, 1401.015, 302.988, 733.721, 193.547, 720.867, 725.056, 0.000, 718.784, 0.000, 267.380, 180.832, 0.000, 
804, 1, 0, 846.689, 979.800, 304.061, 733.895, 200.065, 723.671, 724.800, 0.000, 719.744, 0.000, 268.652, 180.224, 0.000, 
804, 1, 0, 458.760, 768.387, 275.059, 733.107, 183.961, 717.890, 724.192, 0.000, 718.560, 0.000, 245.393, 180.832, 0.000, 
804, 1, 0, 463.847, 769.965, 277.059, 732.554, 195.451, 717.800, 725.504, 0.000, 718.848, 0.000, 244.811, 179.840, 0.000, 
804, 1, 0, 458.605, 768.877, 277.676, 733.193, 184.900, 720.975, 724.896, 0.000, 723.904, 0.000, 248.281, 181.088, 0.000, 
804, 1, 0, 462.756, 782.926, 275.540, 733.253, 187.315, 719.755, 724.736, 0.000, 719.008, 0.000, 242.868, 176.224, 0.000, 
804, 1, 0, 465.281, 768.140, 279.312, 733.110, 184.240, 720.508, 725.344, 0.000, 719.360, 0.000, 244.721, 179.616, 0.000, 
804, 1, 0, 462.112, 770.980, 277.872, 733.728, 187.299, 721.118, 724.448, 0.000, 718.048, 0.000, 240.978, 180.224, 0.000, 
805, 1, 0, 456.963, 773.734, 277.160, 733.907, 183.963, 721.063, 725.920, 0.000, 719.744, 0.000, 245.075, 180.096, 0.000, 
805, 1, 0, 462.442, 769.780, 275.191, 734.513, 186.564, 721.606, 725.568, 0.000, 719.808, 0.000, 243.190, 179.424, 0.000, 
805, 1, 0, 457.531, 978.121, 274.370, 734.658, 184.621, 718.468, 726.272, 0.000, 719.456, 0.000, 249.578, 181.280, 0.000, 
805, 1, 0, 471.646, 770.884, 275.226, 732.222, 187.685, 720.628, 725.536, 0.000, 718.976, 0.000, 246.692, 179.744, 0.000, 
805, 1, 0, 458.419, 766.301, 278.132, 733.372, 186.461, 721.972, 725.760, 0.000, 719.520, 0.000, 263.200, 181.216, 0.000, 
805, 1, 0, 462.434, 772.529, 276.301, 731.971, 188.255, 721.602, 726.048, 0.000, 720.032, 0.000, 244.951, 180.480, 0.000, 
805, 1, 0, 457.579, 771.883, 276.971, 734.202, 186.289, 721.280, 727.104, 0.000, 720.640, 0.000, 245.512, 180.192, 0.000, 
805, 1, 0, 462.863, 777.155, 274.419, 733.233, 186.231, 716.994, 726.784, 0.000, 720.000, 0.000, 242.322, 179.968, 0.000, 
805, 1, 0, 467.832, 768.263, 278.439, 733.321, 184.881, 720.982, 726.304, 0.000, 720.544, 0.000, 245.908, 181.440, 0.000, 
805, 1, 0, 463.824, 773.680, 278.157, 733.628, 185.652, 723.058, 724.800, 0.000, 719.584, 0.000, 243.408, 179.072, 0.000, 
806, 1, 0, 457.835, 770.963, 280.223, 732.945, 185.334, 722.657, 725.248, 0.000, 720.544, 0.000, 245.027, 180.544, 0.000, 
806, 1, 0, 464.726, 771.744, 272.383, 733.510, 187.268, 718.576, 725.696, 0.000, 719.904, 0.000, 242.340, 178.752, 0.000, 
806, 1, 0, 457.232, 981.200, 278.435, 734.207, 183.769, 722.917, 726.880, 0.000, 720.576, 0.000, 245.577, 180.736, 0.000, 
806, 1, 0, 472.352, 773.000, 277.558, 733.962, 184.915, 722.734, 726.432, 0.000, 720.640, 0.000, 244.045, 180.160, 0.000, 
806, 1, 0, 458.250, 771.924, 276.291, 734.208, 182.333, 719.193, 724.928, 0.000, 720.480, 0.000, 245.467, 181.504, 0.000, 
806, 1, 0, 463.265, 773.744, 278.916, 733.357, 184.785, 722.487, 730.976, 0.000, 724.288, 0.000, 242.106, 182.464, 0.000, 
806, 1, 0, 476.732, 800.393, 277.891, 734.530, 182.338, 719.530, 727.168, 0.000, 720.928, 0.000, 247.307, 180.448, 0.000, 
806, 1, 0, 463.938, 782.392, 274.059, 733.546, 185.078, 721.217, 725.664, 0.000, 721.440, 0.000, 244.325, 180.192, 0.000, 
806, 1, 0, 469.894, 771.351, 280.679, 734.474, 185.882, 722.223, 725.632, 0.000, 720.448, 0.000, 242.959, 181.952, 0.000, 
806, 1, 0, 465.442, 772.090, 278.817, 733.103, 187.895, 724.526, 725.632, 0.000, 720.160, 0.000, 243.527, 180.672, 0.000, 
807, 1, 0, 459.339, 772.547, 275.838, 734.213, 183.573, 722.931, 727.072, 0.000, 720.672, 0.000, 249.981, 179.936, 0.000, 
807, 1, 0, 466.019, 772.202, 272.975, 735.574, 197.096, 719.566, 728.224, 0.000, 721.664, 0.000, 243.363, 180.704, 0.000, 
807, 1, 0, 458.222, 982.434, 281.194, 737.227, 186.183, 720.948, 727.872, 0.000, 721.184, 0.000, 247.757, 179.904, 0.000, 
807, 1, 0, 474.665, 798.242, 276.464, 738.504, 188.353, 726.253, 726.848, 0.000, 721.504, 0.000, 243.517, 182.400, 0.000, 
807, 1, 0, 459.524, 773.672, 273.002, 736.207, 182.058, 721.924, 727.840, 0.000, 721.216, 0.000, 245.108, 180.064, 0.000, 
807, 1, 0, 464.269, 772.323, 275.590, 735.169, 187.664, 722.861, 726.112, 0.000, 721.088, 0.000, 249.631, 182.720, 0.000, 
807, 1, 0, 457.907, 768.826, 277.417, 741.317, 184.299, 720.602, 728.608, 0.000, 725.760, 0.000, 245.747, 182.336, 0.000, 
807, 1, 0, 467.654, 783.465, 280.861, 737.541, 185.677, 722.900, 728.480, 0.000, 722.048, 0.000, 246.216, 182.048, 0.000, 
807, 1, 0, 467.886, 771.807, 275.222, 733.915, 182.553, 720.378, 726.464, 0.000, 721.152, 0.000, 248.603, 181.792, 0.000, 
807, 1, 0, 463.654, 774.211, 277.541, 736.380, 187.153, 723.396, 726.624, 0.000, 720.544, 0.000, 245.755, 181.664, 0.000, 
808, 1, 0, 458.896, 773.386, 279.214, 736.053, 184.905, 721.969, 726.784, 0.000, 721.888, 0.000, 253.828, 182.560, 0.000, 
808, 1, 0, 463.789, 773.692, 274.267, 735.583, 191.019, 721.262, 727.136, 0.000, 722.304, 0.000, 241.364, 181.504, 0.000, 
808, 1, 0, 458.933, 984.100, 276.678, 735.040, 184.711, 724.995, 727.968, 0.000, 721.568, 0.000, 245.216, 180.864, 0.000, 
808, 1, 0, 473.043, 772.145, 274.462, 736.277, 187.366, 725.505, 728.096, 0.000, 722.816, 0.000, 246.428, 176.736, 0.000, 
808, 1, 0, 459.764, 772.646, 276.599, 735.894, 185.664, 720.715, 728.544, 0.000, 721.536, 0.000, 244.484, 181.344, 0.000, 
808, 1, 0, 464.835, 776.688, 278.279, 736.043, 186.210, 723.117, 728.800, 0.000, 722.272, 0.000, 247.151, 180.704, 0.000, 
808, 1, 0, 459.960, 767.993, 275.777, 735.442, 182.524, 723.508, 728.416, 0.000, 727.616, 0.000, 242.798, 180.928, 0.000, 
808, 1, 0, 465.255, 782.549, 279.934, 736.308, 184.816, 722.026, 728.160, 0.000, 722.624, 0.000, 247.117, 180.992, 0.000, 
808, 1, 0, 467.548, 772.678, 274.326, 735.404, 186.408, 722.887, 728.576, 0.000, 722.368, 0.000, 243.208, 181.696, 0.000, 
808, 1, 0, 465.066, 774.932, 274.802, 735.433, 184.725, 721.628, 728.768, 0.000, 719.808, 0.000, 243.100, 180.544, 0.000, 
809, 1, 0, 460.580, 778.294, 279.769, 736.716, 186.189, 724.800, 728.928, 0.000, 723.296, 0.000, 255.882, 182.912, 0.000, 
809, 1, 0, 467.846, 777.835, 277.287, 737.297, 192.095, 722.295, 728.288, 0.000, 723.168, 0.000, 244.159, 180.576, 0.000, 
809, 1, 0, 460.327, 985.989, 280.578, 737.205, 183.280, 729.699, 728.832, 0.000, 723.136, 0.000, 248.298, 181.760, 0.000, 
809, 1, 0, 473.828, 775.870, 277.055, 737.890, 186.915, 727.323, 729.056, 0.000, 723.744, 0.000, 244.777, 182.528, 0.000, 
809, 1, 0, 459.515, 775.354, 278.423, 736.000, 187.197, 724.375, 728.896, 0.000, 723.168, 0.000, 248.406, 181.824, 0.000, 
809, 1, 0, 464.843, 775.259, 275.034, 736.049, 188.340, 722.212, 730.112, 0.000, 722.944, 0.000, 244.632, 181.248, 0.000, 
809, 1, 0, 459.350, 773.109, 274.009, 736.834, 185.835, 723.377, 731.040, 0.000, 728.768, 0.000, 246.647, 182.080, 0.000, 
809, 1, 0, 464.900, 782.038, 272.473, 738.116, 188.759, 722.177, 729.856, 0.000, 723.776, 0.000, 247.314, 182.080, 0.000, 
809, 1, 0, 468.622, 772.617, 277.032, 736.181, 182.444, 723.923, 730.048, 0.000, 723.488, 0.000, 244.001, 182.304, 0.000, 
809, 1, 0, 467.696, 774.640, 277.538, 737.747, 188.725, 723.856, 727.872, 0.000, 723.104, 0.000, 243.118, 182.784, 0.000, 
810, 1, 0, 460.592, 778.121, 278.025, 738.462, 186.406, 725.904, 730.240, 0.000, 723.936, 0.000, 248.466, 183.808, 0.000, 
810, 1, 0, 492.025, 805.613, 281.845, 738.569, 192.565, 724.849, 729.856, 0.000, 724.128, 0.000, 248.309, 183.776, 0.000, 
810, 1, 0, 485.803, 1029.988, 283.761, 738.067, 188.788, 728.371, 730.400, 0.000, 724.032, 0.000, 246.574, 184.000, 0.000, 
810, 1, 0, 504.873, 827.513, 285.607, 737.383, 189.128, 724.545, 732.416, 0.000, 723.648, 0.000, 242.592, 182.432, 0.000, 
810, 1, 0, 460.368, 768.522, 277.989, 739.087, 183.775, 724.048, 731.712, 0.000, 725.152, 0.000, 246.904, 183.168, 0.000, 
810, 1, 0, 465.182, 778.932, 275.870, 736.438, 188.572, 725.657, 732.128, 0.000, 729.504, 0.000, 246.128, 182.880, 0.000, 
810, 1, 0, 460.819, 779.824, 278.466, 740.126, 187.081, 725.245, 729.856, 0.000, 723.456, 0.000, 245.743, 183.904, 0.000, 
810, 1, 0, 474.172, 776.733, 278.065, 738.531, 187.452, 724.944, 732.224, 0.000, 724.736, 0.000, 244.217, 180.960, 0.000, 
810, 1, 0, 460.907, 770.455, 279.437, 739.436, 182.925, 725.733, 730.816, 0.000, 724.352, 0.000, 244.411, 181.440, 0.000, 
810, 1, 0, 467.590, 776.719, 277.442, 737.917, 187.368, 724.790, 731.328, 0.000, 722.496, 0.000, 242.202, 180.768, 0.000, 
811, 1, 0, 461.794, 972.459, 290.505, 740.091, 190.090, 723.593, 730.464, 0.000, 724.096, 0.000, 248.473, 183.392, 0.000, 
811, 1, 0, 491.530, 817.056, 279.526, 737.556, 188.899, 725.733, 730.112, 0.000, 725.632, 0.000, 241.649, 181.728, 0.000, 
811, 1, 0, 460.860, 981.063, 277.596, 740.736, 186.117, 729.638, 731.040, 0.000, 725.632, 0.000, 245.725, 183.232, 0.000, 
811, 1, 0, 468.886, 777.825, 279.919, 738.016, 185.536, 728.988, 731.104, 0.000, 725.440, 0.000, 256.132, 180.896, 0.000, 
811, 1, 0, 461.674, 777.814, 282.340, 738.152, 187.107, 726.182, 730.624, 0.000, 724.320, 0.000, 248.651, 181.760, 0.000, 
811, 1, 0, 469.200, 784.301, 278.534, 738.535, 186.167, 724.921, 730.752, 0.000, 727.392, 0.000, 249.739, 181.536, 0.000, 
811, 1, 0, 471.295, 773.392, 281.497, 740.087, 184.083, 725.942, 731.200, 0.000, 729.856, 0.000, 248.695, 182.432, 0.000, 
811, 1, 0, 467.756, 777.867, 279.566, 738.071, 189.121, 726.453, 729.984, 0.000, 724.320, 0.000, 243.517, 178.944, 0.000, 
811, 1, 0, 460.788, 777.759, 279.553, 737.884, 183.123, 726.679, 730.720, 0.000, 725.888, 0.000, 245.786, 181.888, 0.000, 
811, 1, 0, 467.439, 776.730, 276.897, 738.506, 187.914, 726.022, 730.656, 0.000, 724.928, 0.000, 245.031, 181.728, 0.000, 
812, 1, 0, 461.926, 789.739, 280.297, 738.927, 185.454, 727.508, 731.456, 0.000, 725.856, 0.000, 247.555, 183.360, 0.000, 
812, 1, 0, 473.255, 779.679, 274.502, 741.204, 189.299, 726.827, 732.032, 0.000, 726.496, 0.000, 246.654, 181.440, 0.000, 
812, 1, 0, 463.426, 983.959, 282.862, 741.355, 186.195, 724.913, 732.128, 0.000, 725.600, 0.000, 262.895, 181.856, 0.000, 
812, 1, 0, 469.252, 780.681, 276.257, 739.532, 186.884, 728.310, 731.552, 0.000, 725.632, 0.000, 248.231, 180.992, 0.000, 
812, 1, 0, 460.411, 775.338, 285.327, 740.246, 186.229, 727.236, 731.456, 0.000, 726.336, 0.000, 246.845, 183.264, 0.000, 
812, 1, 0, 466.721, 789.586, 279.855, 739.217, 188.118, 727.667, 735.008, 0.000, 726.208, 0.000, 247.828, 181.792, 0.000, 
812, 1, 0, 461.993, 774.267, 279.510, 743.585, 187.335, 727.100, 732.096, 0.000, 725.280, 0.000, 247.134, 181.312, 0.000, 
812, 1, 0, 467.468, 778.792, 279.581, 740.844, 190.378, 726.956, 731.136, 0.000, 726.528, 0.000, 254.128, 183.392, 0.000, 
812, 1, 0, 462.352, 775.812, 282.725, 740.151, 191.630, 726.829, 733.312, 0.000, 726.368, 0.000, 249.232, 182.304, 0.000, 
812, 1, 0, 467.445, 808.617, 277.981, 739.933, 191.056, 727.140, 731.232, 0.000, 725.728, 0.000, 247.952, 182.080, 0.000, 
813, 1, 0, 471.203, 778.958, 280.902, 741.664, 188.042, 725.510, 732.096, 0.000, 726.240, 0.000, 244.728, 183.616, 0.000, 
813, 1, 0, 469.533, 780.689, 281.984, 739.556, 187.642, 727.706, 733.856, 0.000, 726.880, 0.000, 245.588, 181.920, 0.000, 
813, 1, 0, 462.136, 981.487, 281.965, 739.553, 185.171, 729.914, 732.736, 0.000, 726.464, 0.000, 246.983, 181.728, 0.000, 
813, 1, 0, 467.131, 781.551, 281.487, 742.198, 187.741, 728.595, 732.224, 0.000, 726.048, 0.000, 245.089, 181.344, 0.000, 
813, 1, 0, 461.689, 812.575, 287.099, 741.322, 187.383, 728.672, 731.584, 0.000, 726.752, 0.000, 248.062, 181.472, 0.000, 
813, 1, 0, 477.484, 780.505, 274.843, 739.743, 187.487, 728.127, 733.472, 0.000, 727.968, 0.000, 246.698, 181.888, 0.000, 
813, 1, 0, 464.617, 776.619, 276.461, 739.386, 186.876, 725.607, 734.880, 0.000, 726.784, 0.000, 251.154, 179.904, 0.000, 
813, 1, 0, 467.529, 783.386, 280.645, 743.306, 189.927, 726.025, 733.280, 0.000, 727.040, 0.000, 246.035, 181.376, 0.000, 
813, 1, 0, 462.063, 779.733, 284.694, 741.044, 187.983, 727.958, 733.504, 0.000, 727.296, 0.000, 247.495, 181.504, 0.000, 
813, 1, 0, 476.402, 778.541, 279.677, 739.729, 187.657, 728.124, 733.088, 0.000, 726.688, 0.000, 246.308, 182.016, 0.000, 
814, 1, 0, 463.055, 778.897, 280.196, 742.213, 188.061, 726.506, 733.280, 0.000, 727.680, 0.000, 248.380, 183.232, 0.000, 
814, 1, 0, 467.675, 784.613, 276.959, 741.403, 191.741, 726.670, 733.856, 0.000, 728.000, 0.000, 252.498, 182.784, 0.000, 
814, 1, 0, 463.219, 986.548, 283.014, 741.846, 186.759, 727.942, 734.144, 0.000, 728.480, 0.000, 248.948, 183.360, 0.000, 
814, 1, 0, 472.412, 792.354, 278.289, 741.928, 187.351, 728.516, 733.056, 0.000, 727.200, 0.000, 245.495, 183.872, 0.000, 
814, 1, 0, 471.453, 778.699, 283.916, 743.070, 185.439, 728.865, 734.336, 0.000, 727.168, 0.000, 250.446, 183.328, 0.000, 
814, 1, 0, 468.390, 780.827, 274.703, 740.408, 185.574, 726.536, 732.704, 0.000, 729.152, 0.000, 247.196, 183.072, 0.000, 
814, 1, 0, 463.280, 780.305, 284.613, 742.882, 187.914, 728.988, 734.592, 0.000, 727.872, 0.000, 247.466, 181.536, 0.000, 
814, 1, 0, 468.513, 783.197, 284.343, 741.566, 191.543, 728.552, 733.792, 0.000, 726.752, 0.000, 245.104, 181.184, 0.000, 
814, 1, 0, 462.463, 786.213, 280.337, 740.321, 186.531, 728.571, 732.352, 0.000, 727.520, 0.000, 247.244, 181.536, 0.000, 
814, 1, 0, 468.887, 783.478, 281.095, 742.835, 186.888, 728.675, 733.472, 0.000, 727.200, 0.000, 247.993, 183.872, 0.000, 
815, 1, 0, 464.728, 777.085, 280.275, 743.756, 186.184, 729.939, 734.080, 0.000, 728.672, 0.000, 246.377, 182.880, 0.000, 
815, 1, 0, 470.116, 786.876, 278.870, 741.311, 188.573, 729.342, 733.440, 0.000, 728.448, 0.000, 245.543, 182.560, 0.000, 
815, 1, 0, 462.739, 995.876, 282.831, 741.456, 187.693, 731.266, 734.368, 0.000, 729.120, 0.000, 246.300, 182.272, 0.000, 
815, 1, 0, 478.111, 782.396, 280.037, 742.860, 190.385, 730.102, 734.144, 0.000, 729.088, 0.000, 247.028, 182.592, 0.000, 
815, 1, 0, 464.008, 780.632, 280.046, 741.788, 183.936, 729.140, 732.768, 0.000, 728.192, 0.000, 249.406, 183.872, 0.000, 
815, 1, 0, 470.239, 783.119, 280.290, 741.588, 185.038, 730.683, 735.552, 0.000, 732.864, 0.000, 244.632, 185.152, 0.000, 
815, 1, 0, 474.234, 777.907, 289.197, 743.312, 186.230, 728.908, 735.936, 0.000, 727.200, 0.000, 245.952, 182.464, 0.000, 
815, 1, 0, 470.896, 828.829, 278.615, 741.587, 185.520, 728.850, 734.016, 0.000, 729.600, 0.000, 244.388, 182.784, 0.000, 
