length, width, pattern, capture, instantiation, first_launch_api, first_launch_total, repeat_launch_api, repeat_launch_total, first_launch_device, blockingKernelTimeoutDetected, repeat_launch_device, blockingKernelTimeoutDetected, upload_api_time, upload_device_time, blockingKernelTimeoutDetected, 
343, 4, 0, 855.321, 1452.568, 281.974, 808.115, 7.129, 514.039, 666.816, 0.000, 504.288, 0.000, 282.354, 1.824, 0.000, 
343, 4, 0, 864.485, 1457.088, 280.880, 805.835, 7.019, 513.204, 667.040, 0.000, 505.312, 0.000, 280.688, 2.176, 0.000, 
343, 4, 0, 848.444, 1453.192, 285.512, 810.741, 6.546, 513.102, 666.752, 0.000, 504.672, 0.000, 280.135, 1.952, 0.000, 
343, 4, 0, 864.737, 1460.477, 278.925, 804.520, 7.261, 513.183, 668.704, 0.000, 505.984, 0.000, 278.700, 1.824, 0.000, 
343, 4, 0, 813.884, 1615.678, 283.419, 808.550, 6.461, 512.263, 669.536, 0.000, 504.480, 0.000, 283.100, 1.856, 0.000, 
343, 4, 0, 855.581, 1465.420, 279.470, 786.722, 6.838, 511.093, 668.128, 0.000, 505.664, 0.000, 281.673, 1.888, 0.000, 
344, 4, 0, 855.878, 1460.094, 276.691, 804.015, 6.330, 514.309, 672.928, 0.000, 504.800, 0.000, 282.036, 1.824, 0.000, 
344, 4, 0, 865.014, 1486.131, 279.591, 804.354, 6.864, 514.446, 669.056, 0.000, 504.384, 0.000, 281.386, 1.856, 0.000, 
344, 4, 0, 816.245, 1454.604, 282.831, 811.545, 6.796, 513.934, 668.640, 0.000, 506.112, 0.000, 281.892, 1.888, 0.000, 
344, 4, 0, 825.355, 1641.063, 283.509, 810.899, 6.791, 514.083, 667.104, 0.000, 504.096, 0.000, 283.619, 1.824, 0.000, 
344, 4, 0, 817.299, 1450.777, 283.679, 811.301, 6.753, 515.743, 668.960, 0.000, 505.536, 0.000, 283.561, 1.856, 0.000, 
344, 4, 0, 826.364, 1468.443, 282.828, 810.022, 6.397, 514.323, 671.264, 0.000, 504.896, 0.000, 281.380, 1.856, 0.000, 
344, 4, 0, 816.133, 1451.170, 290.130, 815.730, 6.763, 512.526, 668.032, 0.000, 505.408, 0.000, 283.301, 2.112, 0.000, 
344, 4, 0, 827.565, 1463.859, 280.397, 808.899, 6.430, 512.435, 669.664, 0.000, 506.304, 0.000, 280.746, 1.952, 0.000, 
344, 4, 0, 851.480, 1625.728, 282.864, 808.263, 6.277, 513.666, 669.920, 0.000, 506.528, 0.000, 284.971, 1.952, 0.000, 
344, 4, 0, 857.003, 1461.136, 289.913, 799.280, 6.646, 513.140, 669.504, 0.000, 505.056, 0.000, 282.560, 1.856, 0.000, 
345, 4, 0, 856.036, 1465.752, 284.435, 796.639, 6.504, 514.814, 673.728, 0.000, 508.032, 0.000, 281.889, 2.208, 0.000, 
345, 4, 0, 827.721, 1473.309, 288.236, 797.542, 6.547, 515.897, 670.784, 0.000, 508.672, 0.000, 283.844, 1.824, 0.000, 
345, 4, 0, 855.524, 1457.495, 284.882, 793.636, 6.653, 514.256, 671.424, 0.000, 507.680, 0.000, 283.000, 1.856, 0.000, 
345, 4, 0, 859.931, 1639.096, 278.678, 808.619, 6.510, 515.399, 671.712, 0.000, 508.544, 0.000, 280.897, 1.856, 0.000, 
345, 4, 0, 820.140, 1481.762, 281.443, 809.726, 6.618, 514.754, 670.944, 0.000, 506.784, 0.000, 285.582, 1.920, 0.000, 
345, 4, 0, 870.296, 1470.700, 280.986, 808.961, 6.568, 515.937, 670.944, 0.000, 508.512, 0.000, 283.926, 2.144, 0.000, 
345, 4, 0, 817.645, 1448.905, 282.780, 811.717, 6.520, 516.217, 670.464, 0.000, 507.648, 0.000, 281.298, 1.952, 0.000, 
345, 4, 0, 840.049, 1468.286, 282.309, 810.096, 6.652, 514.425, 673.696, 0.000, 506.528, 0.000, 283.010, 2.016, 0.000, 
345, 4, 0, 859.741, 1627.778, 282.948, 809.813, 6.623, 515.043, 668.768, 0.000, 507.296, 0.000, 281.203, 1.856, 0.000, 
345, 4, 0, 869.782, 1465.882, 276.894, 806.779, 6.641, 516.296, 671.168, 0.000, 508.000, 0.000, 281.999, 1.856, 0.000, 
346, 4, 0, 873.780, 1470.699, 284.581, 813.900, 6.918, 518.188, 673.536, 0.000, 509.888, 0.000, 284.242, 1.920, 0.000, 
346, 4, 0, 870.145, 1481.463, 283.634, 793.827, 6.768, 517.590, 670.048, 0.000, 508.928, 0.000, 281.947, 1.856, 0.000, 
346, 4, 0, 862.995, 1452.753, 283.814, 815.031, 6.878, 516.504, 671.776, 0.000, 508.288, 0.000, 288.222, 1.856, 0.000, 
346, 4, 0, 840.124, 1644.322, 285.152, 811.622, 6.692, 517.032, 672.192, 0.000, 508.384, 0.000, 283.300, 1.856, 0.000, 
346, 4, 0, 860.202, 1466.620, 286.644, 816.582, 6.267, 517.157, 673.536, 0.000, 508.192, 0.000, 283.093, 1.952, 0.000, 
346, 4, 0, 836.359, 1472.426, 282.631, 813.019, 6.703, 516.414, 672.544, 0.000, 510.048, 0.000, 279.697, 1.856, 0.000, 
346, 4, 0, 828.545, 1454.458, 284.109, 814.454, 6.539, 515.630, 676.000, 0.000, 508.416, 0.000, 283.752, 1.824, 0.000, 
346, 4, 0, 862.562, 1500.165, 284.149, 812.675, 6.816, 517.455, 672.256, 0.000, 508.320, 0.000, 284.006, 1.856, 0.000, 
346, 4, 0, 822.577, 1636.086, 291.873, 820.446, 6.405, 516.910, 672.160, 0.000, 509.664, 0.000, 285.144, 1.952, 0.000, 
346, 4, 0, 833.759, 1473.555, 283.775, 796.606, 7.090, 516.928, 674.304, 0.000, 507.232, 0.000, 285.479, 1.856, 0.000, 
347, 4, 0, 862.592, 1470.569, 286.712, 816.827, 6.805, 517.888, 673.376, 0.000, 508.960, 0.000, 287.735, 1.984, 0.000, 
347, 4, 0, 874.884, 1479.910, 290.627, 822.553, 6.548, 519.391, 674.272, 0.000, 511.424, 0.000, 282.857, 1.856, 0.000, 
347, 4, 0, 864.510, 1465.879, 286.771, 818.950, 6.434, 517.772, 674.400, 0.000, 510.592, 0.000, 284.878, 1.856, 0.000, 
347, 4, 0, 873.950, 1655.202, 287.490, 816.060, 6.659, 518.546, 674.368, 0.000, 511.776, 0.000, 283.442, 1.856, 0.000, 
347, 4, 0, 863.521, 1474.157, 286.893, 815.771, 6.444, 518.192, 675.200, 0.000, 510.528, 0.000, 290.500, 1.856, 0.000, 
347, 4, 0, 876.482, 1479.691, 284.220, 813.298, 6.674, 518.434, 673.312, 0.000, 511.168, 0.000, 283.587, 1.824, 0.000, 
347, 4, 0, 868.365, 1466.426, 282.488, 811.582, 6.557, 518.080, 674.848, 0.000, 509.632, 0.000, 283.935, 1.856, 0.000, 
347, 4, 0, 834.400, 1485.852, 281.116, 812.997, 6.867, 518.804, 673.344, 0.000, 511.168, 0.000, 284.875, 1.856, 0.000, 
347, 4, 0, 864.755, 1637.261, 286.121, 817.628, 6.501, 519.274, 676.512, 0.000, 509.984, 0.000, 286.409, 1.952, 0.000, 
347, 4, 0, 882.929, 1476.454, 280.265, 812.847, 6.186, 519.070, 677.472, 0.000, 510.656, 0.000, 282.891, 1.856, 0.000, 
348, 4, 0, 866.242, 1501.966, 286.683, 817.822, 6.588, 518.213, 676.768, 0.000, 513.824, 0.000, 290.984, 2.016, 0.000, 
348, 4, 0, 877.352, 1480.694, 290.679, 824.028, 6.475, 519.520, 678.272, 0.000, 511.008, 0.000, 284.338, 1.824, 0.000, 
348, 4, 0, 824.899, 1468.585, 286.018, 819.707, 6.588, 521.005, 675.424, 0.000, 511.072, 0.000, 289.597, 1.856, 0.000, 
348, 4, 0, 837.485, 1665.912, 288.511, 822.152, 6.850, 520.641, 676.672, 0.000, 512.928, 0.000, 285.924, 1.856, 0.000, 
348, 4, 0, 862.626, 1468.678, 285.526, 815.277, 7.484, 519.840, 674.784, 0.000, 510.304, 0.000, 289.676, 1.824, 0.000, 
348, 4, 0, 872.101, 1484.629, 288.579, 819.285, 6.490, 520.433, 678.304, 0.000, 513.184, 0.000, 282.690, 1.856, 0.000, 
348, 4, 0, 872.712, 1468.382, 283.488, 816.890, 6.574, 521.622, 677.952, 0.000, 512.480, 0.000, 284.326, 1.856, 0.000, 
348, 4, 0, 838.917, 1492.831, 285.239, 817.367, 6.505, 519.577, 677.696, 0.000, 510.752, 0.000, 288.743, 1.824, 0.000, 
348, 4, 0, 860.298, 1644.877, 286.835, 819.156, 7.319, 519.963, 676.448, 0.000, 513.888, 0.000, 287.722, 1.984, 0.000, 
348, 4, 0, 838.855, 1483.957, 283.042, 815.560, 7.272, 519.192, 675.648, 0.000, 513.536, 0.000, 285.222, 1.856, 0.000, 
349, 4, 0, 826.696, 1494.606, 286.318, 819.512, 6.603, 521.428, 679.488, 0.000, 512.224, 0.000, 292.293, 1.856, 0.000, 
349, 4, 0, 840.782, 1484.798, 290.641, 825.077, 6.771, 522.126, 677.504, 0.000, 513.056, 0.000, 287.427, 1.856, 0.000, 
349, 4, 0, 864.270, 1470.990, 287.741, 821.862, 6.640, 520.553, 680.256, 0.000, 512.416, 0.000, 287.512, 1.856, 0.000, 
349, 4, 0, 860.659, 1684.512, 290.906, 813.626, 6.507, 522.070, 678.560, 0.000, 514.048, 0.000, 286.721, 1.952, 0.000, 
349, 4, 0, 869.415, 1474.655, 288.913, 812.423, 6.508, 520.654, 680.416, 0.000, 512.640, 0.000, 291.064, 1.856, 0.000, 
349, 4, 0, 843.881, 1489.778, 284.614, 809.136, 6.991, 522.409, 679.488, 0.000, 514.240, 0.000, 290.469, 1.856, 0.000, 
349, 4, 0, 868.305, 1474.323, 285.811, 819.144, 6.494, 521.324, 676.512, 0.000, 514.080, 0.000, 290.101, 1.856, 0.000, 
349, 4, 0, 841.510, 1494.112, 290.936, 823.197, 6.560, 522.295, 680.704, 0.000, 513.248, 0.000, 292.816, 1.856, 0.000, 
349, 4, 0, 864.055, 1667.328, 287.842, 821.338, 7.063, 522.277, 679.040, 0.000, 514.080, 0.000, 287.528, 2.016, 0.000, 
349, 4, 0, 874.241, 1485.217, 283.738, 819.124, 7.102, 522.588, 677.728, 0.000, 512.576, 0.000, 285.361, 1.856, 0.000, 
350, 4, 0, 841.130, 1486.724, 285.438, 820.194, 6.467, 522.599, 679.456, 0.000, 514.912, 0.000, 286.870, 1.856, 0.000, 
350, 4, 0, 842.189, 1499.366, 285.439, 822.838, 7.006, 523.063, 681.280, 0.000, 516.448, 0.000, 286.320, 1.952, 0.000, 
350, 4, 0, 867.251, 1474.406, 289.480, 825.239, 7.025, 524.609, 680.224, 0.000, 515.840, 0.000, 287.241, 1.856, 0.000, 
350, 4, 0, 849.590, 1666.254, 287.308, 821.861, 6.495, 522.145, 680.800, 0.000, 515.360, 0.000, 285.580, 1.856, 0.000, 
350, 4, 0, 867.449, 1484.977, 288.635, 822.629, 6.551, 522.421, 681.504, 0.000, 515.136, 0.000, 287.290, 1.856, 0.000, 
350, 4, 0, 844.410, 1501.202, 288.137, 823.113, 6.727, 524.257, 680.032, 0.000, 514.912, 0.000, 286.626, 1.856, 0.000, 
350, 4, 0, 829.734, 1496.837, 289.240, 824.713, 6.579, 523.078, 680.704, 0.000, 514.048, 0.000, 284.576, 1.856, 0.000, 
350, 4, 0, 856.056, 1495.187, 289.288, 824.791, 6.506, 523.545, 678.272, 0.000, 515.552, 0.000, 289.696, 1.856, 0.000, 
350, 4, 0, 867.041, 1655.335, 291.223, 825.788, 7.251, 522.990, 683.584, 0.000, 514.656, 0.000, 290.722, 1.856, 0.000, 
350, 4, 0, 877.025, 1487.790, 287.195, 824.150, 7.129, 522.759, 680.704, 0.000, 516.064, 0.000, 285.929, 1.824, 0.000, 
351, 4, 0, 871.790, 1488.557, 291.955, 829.119, 6.400, 523.815, 681.824, 0.000, 517.920, 0.000, 288.762, 1.824, 0.000, 
351, 4, 0, 880.365, 1504.889, 286.768, 824.143, 6.454, 525.507, 683.296, 0.000, 515.200, 0.000, 287.862, 1.856, 0.000, 
351, 4, 0, 869.599, 1494.926, 290.042, 826.767, 7.029, 525.443, 684.832, 0.000, 514.496, 0.000, 288.926, 1.856, 0.000, 
351, 4, 0, 879.361, 1675.181, 290.369, 828.614, 6.895, 523.304, 682.592, 0.000, 515.904, 0.000, 287.522, 1.856, 0.000, 
351, 4, 0, 839.915, 1485.785, 290.662, 827.068, 6.558, 525.511, 683.584, 0.000, 516.128, 0.000, 288.873, 1.856, 0.000, 
351, 4, 0, 848.894, 1512.226, 287.583, 824.256, 6.873, 525.538, 683.456, 0.000, 517.536, 0.000, 286.565, 1.920, 0.000, 
351, 4, 0, 869.885, 1492.085, 290.331, 827.724, 6.605, 524.282, 683.328, 0.000, 515.904, 0.000, 289.494, 2.208, 0.000, 
351, 4, 0, 848.753, 1497.059, 283.927, 820.817, 6.749, 523.783, 679.840, 0.000, 516.224, 0.000, 290.013, 1.856, 0.000, 
351, 4, 0, 882.169, 1672.725, 287.948, 826.659, 7.058, 524.660, 682.592, 0.000, 516.416, 0.000, 288.586, 1.824, 0.000, 
351, 4, 0, 885.880, 1534.664, 292.148, 829.768, 6.550, 524.600, 679.808, 0.000, 515.520, 0.000, 295.746, 1.856, 0.000, 
352, 4, 0, 837.191, 1487.197, 296.849, 834.713, 6.479, 524.916, 685.984, 0.000, 517.344, 0.000, 291.834, 1.856, 0.000, 
352, 4, 0, 847.422, 1505.820, 287.332, 824.844, 6.722, 526.856, 685.024, 0.000, 518.240, 0.000, 288.546, 1.856, 0.000, 
352, 4, 0, 892.804, 1485.048, 288.210, 826.592, 7.106, 526.981, 685.664, 0.000, 516.960, 0.000, 290.253, 2.176, 0.000, 
352, 4, 0, 887.708, 1685.932, 287.491, 809.725, 6.482, 524.500, 684.864, 0.000, 518.656, 0.000, 288.129, 1.856, 0.000, 
352, 4, 0, 836.614, 1484.360, 286.871, 826.584, 7.205, 526.630, 683.776, 0.000, 517.504, 0.000, 287.210, 1.824, 0.000, 
352, 4, 0, 848.664, 1507.145, 287.918, 826.956, 6.431, 524.723, 682.368, 0.000, 517.792, 0.000, 288.135, 1.856, 0.000, 
352, 4, 0, 836.758, 1494.904, 289.605, 828.599, 7.040, 528.001, 687.456, 0.000, 518.880, 0.000, 290.619, 1.856, 0.000, 
352, 4, 0, 887.884, 1509.227, 287.437, 826.574, 6.862, 525.348, 683.104, 0.000, 516.608, 0.000, 287.921, 1.888, 0.000, 
352, 4, 0, 876.503, 1663.043, 289.281, 827.222, 7.441, 525.831, 686.048, 0.000, 519.264, 0.000, 287.920, 1.856, 0.000, 
352, 4, 0, 855.513, 1502.602, 285.629, 823.776, 6.600, 526.031, 683.680, 0.000, 518.432, 0.000, 290.153, 1.856, 0.000, 
353, 4, 0, 838.615, 1652.781, 295.569, 834.985, 6.888, 527.659, 688.736, 0.000, 520.320, 0.000, 288.171, 1.856, 0.000, 
353, 4, 0, 850.716, 1516.399, 287.916, 828.177, 6.723, 526.622, 683.904, 0.000, 518.656, 0.000, 289.056, 1.856, 0.000, 
353, 4, 0, 841.096, 1521.237, 290.563, 831.550, 6.262, 526.936, 684.448, 0.000, 519.104, 0.000, 290.681, 1.856, 0.000, 
353, 4, 0, 891.037, 1689.847, 288.131, 811.371, 7.095, 529.524, 685.920, 0.000, 520.128, 0.000, 291.527, 1.856, 0.000, 
353, 4, 0, 888.991, 1497.004, 292.103, 830.818, 6.795, 527.087, 689.024, 0.000, 516.768, 0.000, 291.058, 1.856, 0.000, 
353, 4, 0, 894.295, 1521.405, 288.267, 828.669, 7.124, 525.465, 687.040, 0.000, 520.256, 0.000, 286.646, 1.920, 0.000, 
353, 4, 0, 837.782, 1494.352, 285.034, 826.877, 6.906, 528.697, 687.904, 0.000, 518.272, 0.000, 290.374, 1.856, 0.000, 
353, 4, 0, 852.594, 1515.302, 290.981, 831.400, 6.694, 526.364, 684.736, 0.000, 518.336, 0.000, 291.593, 1.952, 0.000, 
353, 4, 0, 889.231, 1669.929, 291.439, 832.517, 6.681, 528.868, 685.632, 0.000, 519.264, 0.000, 288.528, 1.856, 0.000, 
353, 4, 0, 850.474, 1514.898, 286.208, 827.472, 7.559, 527.598, 686.720, 0.000, 519.840, 0.000, 288.396, 1.952, 0.000, 
354, 4, 0, 884.361, 1548.847, 299.147, 839.430, 6.676, 528.996, 688.192, 0.000, 521.632, 0.000, 288.351, 1.824, 0.000, 
354, 4, 0, 855.249, 1514.432, 289.165, 833.026, 6.532, 528.467, 687.072, 0.000, 521.184, 0.000, 289.182, 1.824, 0.000, 
354, 4, 0, 892.497, 1504.301, 289.374, 831.912, 6.761, 528.195, 687.872, 0.000, 520.960, 0.000, 290.594, 1.856, 0.000, 
354, 4, 0, 894.163, 1699.978, 289.267, 832.140, 6.868, 529.474, 688.992, 0.000, 519.008, 0.000, 303.562, 1.856, 0.000, 
354, 4, 0, 884.648, 1504.864, 298.378, 838.485, 6.396, 530.653, 689.760, 0.000, 518.432, 0.000, 288.131, 1.952, 0.000, 
354, 4, 0, 855.689, 1534.625, 289.120, 810.662, 6.602, 529.169, 686.912, 0.000, 520.256, 0.000, 288.099, 1.856, 0.000, 
354, 4, 0, 891.016, 1498.524, 289.119, 831.649, 6.637, 529.610, 687.936, 0.000, 520.288, 0.000, 292.088, 1.856, 0.000, 
354, 4, 0, 855.427, 1523.557, 289.140, 831.006, 6.427, 527.809, 687.072, 0.000, 520.000, 0.000, 287.745, 1.952, 0.000, 
354, 4, 0, 881.556, 1690.099, 293.331, 833.936, 6.274, 530.951, 686.176, 0.000, 521.600, 0.000, 289.941, 1.952, 0.000, 
354, 4, 0, 897.452, 1515.731, 286.519, 827.243, 6.833, 528.117, 687.264, 0.000, 520.192, 0.000, 288.911, 1.856, 0.000, 
355, 4, 0, 849.335, 1520.896, 294.364, 837.907, 6.516, 531.196, 689.856, 0.000, 522.816, 0.000, 290.954, 1.856, 0.000, 
355, 4, 0, 898.594, 1528.937, 290.643, 835.110, 6.518, 530.786, 689.472, 0.000, 522.368, 0.000, 291.248, 2.112, 0.000, 
355, 4, 0, 885.663, 1510.362, 288.394, 833.444, 6.609, 528.833, 688.672, 0.000, 522.400, 0.000, 290.940, 1.856, 0.000, 
355, 4, 0, 858.323, 1702.749, 291.679, 835.056, 6.696, 531.029, 689.600, 0.000, 521.376, 0.000, 290.482, 1.856, 0.000, 
355, 4, 0, 886.053, 1501.627, 291.231, 834.553, 6.453, 530.716, 691.872, 0.000, 522.336, 0.000, 295.522, 1.856, 0.000, 
355, 4, 0, 869.744, 1525.944, 294.689, 838.077, 6.781, 531.285, 689.536, 0.000, 522.208, 0.000, 291.100, 1.952, 0.000, 
355, 4, 0, 842.543, 1510.686, 291.249, 835.455, 6.859, 531.640, 691.456, 0.000, 522.592, 0.000, 299.874, 2.112, 0.000, 
355, 4, 0, 855.253, 1520.934, 298.425, 841.251, 7.199, 531.123, 693.728, 0.000, 522.272, 0.000, 292.118, 1.856, 0.000, 
355, 4, 0, 880.997, 1702.682, 293.854, 837.221, 6.411, 528.707, 690.496, 0.000, 522.816, 0.000, 292.066, 1.952, 0.000, 
355, 4, 0, 897.978, 1521.349, 287.768, 832.668, 7.113, 530.165, 690.400, 0.000, 521.664, 0.000, 291.501, 1.856, 0.000, 
356, 4, 0, 846.222, 1521.779, 294.874, 840.008, 6.488, 532.500, 692.480, 0.000, 521.152, 0.000, 289.985, 1.856, 0.000, 
356, 4, 0, 892.624, 1536.800, 291.761, 837.462, 6.473, 530.582, 691.296, 0.000, 523.968, 0.000, 292.853, 1.856, 0.000, 
356, 4, 0, 887.489, 1517.565, 293.902, 838.683, 7.354, 532.954, 690.784, 0.000, 523.424, 0.000, 291.727, 1.824, 0.000, 
356, 4, 0, 859.948, 1702.320, 289.783, 834.812, 6.525, 532.112, 692.384, 0.000, 523.680, 0.000, 293.124, 1.920, 0.000, 
356, 4, 0, 898.190, 1506.147, 294.179, 840.144, 6.641, 531.734, 696.704, 0.000, 522.368, 0.000, 288.450, 1.824, 0.000, 
356, 4, 0, 900.669, 1575.179, 294.911, 841.318, 6.686, 532.571, 692.448, 0.000, 525.248, 0.000, 299.620, 1.952, 0.000, 
356, 4, 0, 888.068, 1507.124, 303.828, 850.260, 6.574, 531.142, 690.304, 0.000, 524.704, 0.000, 294.028, 1.824, 0.000, 
356, 4, 0, 900.585, 1531.333, 313.271, 859.107, 6.791, 531.888, 689.696, 0.000, 525.664, 0.000, 291.868, 1.856, 0.000, 
356, 4, 0, 854.030, 1688.694, 294.304, 837.021, 6.762, 531.901, 689.568, 0.000, 524.224, 0.000, 291.073, 2.048, 0.000, 
356, 4, 0, 858.596, 1534.760, 291.662, 837.893, 6.628, 531.775, 691.776, 0.000, 523.968, 0.000, 290.884, 2.112, 0.000, 
357, 4, 0, 849.521, 1567.599, 298.825, 827.412, 6.965, 531.931, 692.512, 0.000, 526.336, 0.000, 294.170, 1.856, 0.000, 
357, 4, 0, 902.724, 1553.492, 293.868, 822.434, 6.661, 531.239, 695.136, 0.000, 525.792, 0.000, 293.316, 1.856, 0.000, 
357, 4, 0, 891.156, 1513.794, 294.444, 837.357, 6.576, 531.716, 694.048, 0.000, 527.072, 0.000, 291.855, 2.080, 0.000, 
357, 4, 0, 868.539, 1709.559, 291.194, 836.301, 6.624, 532.512, 694.144, 0.000, 525.152, 0.000, 291.924, 1.856, 0.000, 
357, 4, 0, 886.615, 1523.592, 292.184, 838.906, 6.480, 532.702, 695.904, 0.000, 524.672, 0.000, 295.224, 1.888, 0.000, 
357, 4, 0, 895.988, 1541.753, 294.180, 840.131, 6.526, 533.005, 693.312, 0.000, 524.352, 0.000, 294.102, 1.856, 0.000, 
357, 4, 0, 886.872, 1512.890, 290.087, 837.572, 6.941, 533.600, 694.432, 0.000, 525.696, 0.000, 294.284, 1.824, 0.000, 
357, 4, 0, 903.399, 1534.266, 293.360, 839.992, 6.664, 533.856, 696.320, 0.000, 525.152, 0.000, 290.190, 1.856, 0.000, 
357, 4, 0, 862.645, 1697.016, 296.618, 842.110, 7.327, 532.265, 695.904, 0.000, 524.480, 0.000, 292.137, 1.856, 0.000, 
357, 4, 0, 862.723, 1541.502, 292.292, 840.323, 6.738, 534.212, 694.944, 0.000, 525.856, 0.000, 291.988, 1.856, 0.000, 
358, 4, 0, 851.687, 1534.646, 294.380, 842.500, 7.092, 535.758, 695.424, 0.000, 528.160, 0.000, 292.171, 1.824, 0.000, 
358, 4, 0, 905.271, 1534.543, 293.353, 840.794, 6.677, 534.693, 696.064, 0.000, 524.960, 0.000, 291.213, 1.888, 0.000, 
358, 4, 0, 853.162, 1523.883, 292.094, 841.057, 7.357, 535.009, 693.088, 0.000, 526.272, 0.000, 294.163, 1.824, 0.000, 
358, 4, 0, 911.450, 1782.161, 291.966, 840.097, 7.208, 534.026, 693.984, 0.000, 526.720, 0.000, 291.114, 1.952, 0.000, 
358, 4, 0, 895.503, 1637.839, 297.540, 846.108, 6.243, 535.443, 693.696, 0.000, 526.240, 0.000, 302.555, 1.856, 0.000, 
358, 4, 0, 905.998, 1622.886, 307.541, 854.021, 6.605, 533.441, 695.168, 0.000, 525.024, 0.000, 300.587, 1.856, 0.000, 
358, 4, 0, 895.168, 1579.168, 304.424, 859.363, 6.989, 535.297, 698.016, 0.000, 526.048, 0.000, 292.844, 1.952, 0.000, 
358, 4, 0, 868.860, 1541.864, 317.304, 861.814, 7.186, 533.877, 695.776, 0.000, 525.856, 0.000, 291.400, 1.952, 0.000, 
358, 4, 0, 930.962, 1705.338, 294.486, 841.156, 6.747, 535.541, 695.936, 0.000, 527.264, 0.000, 295.966, 1.824, 0.000, 
358, 4, 0, 914.268, 1537.931, 297.243, 843.840, 7.040, 534.531, 697.152, 0.000, 526.144, 0.000, 293.019, 1.856, 0.000, 
359, 4, 0, 903.176, 1537.787, 293.562, 842.170, 7.390, 537.279, 696.800, 0.000, 527.008, 0.000, 295.820, 1.824, 0.000, 
359, 4, 0, 865.642, 1550.220, 294.090, 844.450, 7.038, 534.358, 694.464, 0.000, 528.352, 0.000, 304.603, 1.888, 0.000, 
359, 4, 0, 892.908, 1529.933, 302.948, 850.918, 7.002, 535.554, 697.120, 0.000, 527.648, 0.000, 293.710, 1.888, 0.000, 
359, 4, 0, 907.685, 1719.224, 289.647, 839.740, 6.777, 536.171, 697.184, 0.000, 529.536, 0.000, 293.366, 1.952, 0.000, 
359, 4, 0, 906.744, 1520.671, 295.105, 845.004, 6.451, 535.849, 697.984, 0.000, 527.296, 0.000, 295.754, 1.888, 0.000, 
359, 4, 0, 917.932, 1542.022, 292.249, 841.834, 6.474, 536.991, 699.392, 0.000, 529.216, 0.000, 295.374, 1.888, 0.000, 
359, 4, 0, 853.575, 1537.952, 295.341, 845.924, 6.690, 537.309, 697.024, 0.000, 528.544, 0.000, 301.205, 1.856, 0.000, 
359, 4, 0, 865.889, 1571.818, 293.678, 842.533, 6.863, 537.665, 697.120, 0.000, 528.288, 0.000, 293.453, 1.856, 0.000, 
359, 4, 0, 895.860, 1712.134, 298.824, 847.546, 6.660, 536.729, 698.944, 0.000, 526.336, 0.000, 296.326, 1.856, 0.000, 
359, 4, 0, 867.943, 1542.324, 294.376, 844.273, 6.584, 536.030, 700.928, 0.000, 526.528, 0.000, 296.492, 1.856, 0.000, 
360, 4, 0, 934.835, 1604.209, 295.039, 846.232, 6.344, 536.313, 703.296, 0.000, 528.096, 0.000, 295.892, 1.824, 0.000, 
360, 4, 0, 868.811, 1593.098, 307.025, 860.253, 6.629, 536.695, 698.176, 0.000, 527.744, 0.000, 293.800, 1.824, 0.000, 
360, 4, 0, 900.464, 1578.212, 296.381, 847.339, 7.219, 538.532, 701.600, 0.000, 528.448, 0.000, 295.653, 1.952, 0.000, 
360, 4, 0, 916.045, 1733.586, 302.832, 853.603, 6.765, 537.816, 699.968, 0.000, 528.288, 0.000, 296.722, 1.856, 0.000, 
360, 4, 0, 897.662, 1530.376, 294.470, 846.023, 7.242, 538.646, 699.104, 0.000, 530.112, 0.000, 297.315, 1.856, 0.000, 
360, 4, 0, 878.793, 1547.943, 294.825, 843.660, 6.894, 538.116, 698.944, 0.000, 529.216, 0.000, 293.251, 2.016, 0.000, 
360, 4, 0, 863.173, 1527.520, 295.241, 846.057, 6.763, 536.670, 698.688, 0.000, 529.760, 0.000, 296.785, 1.856, 0.000, 
360, 4, 0, 868.208, 1558.358, 295.685, 846.044, 6.653, 538.810, 699.168, 0.000, 528.480, 0.000, 304.537, 1.856, 0.000, 
360, 4, 0, 855.251, 1718.614, 298.890, 849.764, 7.008, 538.023, 698.080, 0.000, 528.480, 0.000, 293.959, 1.888, 0.000, 
360, 4, 0, 911.410, 1548.025, 297.194, 839.028, 6.448, 537.410, 701.184, 0.000, 530.688, 0.000, 292.391, 1.952, 0.000, 
361, 4, 0, 859.413, 1753.443, 300.390, 852.608, 6.455, 538.917, 701.888, 0.000, 530.016, 0.000, 294.687, 2.016, 0.000, 
361, 4, 0, 922.914, 1554.434, 299.294, 851.844, 6.606, 539.198, 697.472, 0.000, 531.008, 0.000, 295.463, 1.856, 0.000, 
361, 4, 0, 900.099, 1545.670, 297.214, 849.334, 6.541, 539.607, 703.584, 0.000, 531.872, 0.000, 297.673, 1.952, 0.000, 
361, 4, 0, 914.054, 1743.459, 298.334, 850.963, 6.744, 539.792, 702.368, 0.000, 530.944, 0.000, 306.082, 1.856, 0.000, 
361, 4, 0, 903.662, 1535.712, 300.988, 853.769, 6.643, 537.799, 700.576, 0.000, 530.624, 0.000, 296.886, 1.856, 0.000, 
361, 4, 0, 914.058, 1554.715, 293.891, 846.183, 6.933, 539.329, 701.792, 0.000, 530.272, 0.000, 297.471, 1.856, 0.000, 
