length, width, pattern, capture, instantiation, first_launch_api, first_launch_total, repeat_launch_api, repeat_launch_total, first_launch_device, blockingKernelTimeoutDetected, repeat_launch_device, blockingKernelTimeoutDetected, upload_api_time, updoad_device_time, blockingKernelTimeoutDetected, 
15, 1, 0, 4.298, 18.264, 10.530, 42.931, 8.676, 40.406, 32.422, 0.000, 31.740, 0.000, 0.060, 10.580, 0.000, 
15, 1, 0, 4.378, 18.345, 8.776, 40.846, 8.355, 38.472, 31.940, 0.000, 31.780, 0.000, 0.060, 11.742, 0.000, 
15, 1, 0, 4.449, 18.054, 8.936, 41.207, 8.496, 39.895, 32.101, 0.000, 31.821, 0.000, 0.060, 10.741, 0.000, 
15, 1, 0, 4.408, 18.976, 21.911, 54.051, 11.121, 42.079, 32.021, 0.000, 31.660, 0.000, 0.080, 11.021, 0.000, 
15, 1, 0, 4.508, 18.735, 16.992, 57.749, 11.892, 42.760, 31.940, 0.000, 31.340, 0.000, 0.091, 10.901, 0.000, 
16, 1, 0, 5.069, 19.647, 20.769, 66.175, 4.078, 35.396, 33.584, 0.000, 33.424, 0.000, 0.070, 10.941, 0.000, 
16, 1, 0, 4.900, 19.476, 9.148, 42.580, 12.133, 41.549, 33.744, 0.000, 33.463, 0.000, 0.060, 10.860, 0.000, 
16, 1, 0, 4.920, 19.286, 20.488, 67.697, 4.268, 35.707, 33.663, 0.000, 33.383, 0.000, 0.070, 11.061, 0.000, 
16, 1, 0, 4.749, 19.376, 9.258, 42.971, 8.757, 41.418, 33.704, 0.000, 33.423, 0.000, 0.070, 11.101, 0.000, 
16, 1, 0, 4.869, 18.815, 21.190, 67.998, 9.047, 41.719, 33.704, 0.000, 33.424, 0.000, 0.071, 10.740, 0.000, 
16, 1, 0, 4.939, 19.407, 9.087, 42.810, 8.906, 41.357, 33.624, 0.000, 33.263, 0.000, 0.060, 10.941, 0.000, 
16, 1, 0, 4.849, 19.176, 20.709, 67.247, 9.337, 42.089, 33.824, 0.000, 33.223, 0.000, 0.060, 10.980, 0.000, 
16, 1, 0, 4.880, 18.775, 4.448, 38.222, 9.698, 42.119, 33.944, 0.000, 33.263, 0.000, 0.060, 10.941, 0.000, 
16, 1, 0, 4.819, 18.445, 25.047, 73.027, 9.187, 41.668, 33.664, 0.000, 33.062, 0.000, 0.070, 11.101, 0.000, 
